journal_nlm_id	scopus_id
0236526	17218
0236562	89119
0236600	110281
0236671	22406
0236701	40640
0236760	19353
0237013	59735
0237113	72584
0237447	32874
0237475	15350
0237704	29494
0237725	19716
0240017	19473
0240207	16036
0240210	22230
0240221	22056
0240227	38934
0240376	24960
0240536	19400158029
0240537	26908
0240775	21399
0241032	19102
0241035	33965
0241111	12872
0241212	35924
0241370	33576
0241423	16067
0242105	82961
0242260	84189
0242271	37211
0242473	8600153117
0242534	13599
0242543	22483
0242551	21100267917
0242574	54143
0242621	29459
0242626	55754
0242654	71573
0242726	30008
0243036	79250
0243274	89594
0243471	25667
0243532	19279
0243617	72165
0243623	67219
0243625	30856
0243663	26557
0243670	64764
0243704	24838
0243705	29605
0243706	32779
0243711	22474
0244135	89284
0244160	18329
0244734	110339
0244736	14802
0244762	12334
0245073	39024
0245075	16249
0245331	13210
0245617	98703
0245775	20172
0246004	58903
0246127	22343
0246161	16988
0246274	38524
0246646	71120
0247035	17546
0247036	89160
0247037	34369
0247267	13457
0247437	33632
0247440	37562
0247470	75006
0247551	12559
0247660	29593
0247674	93973
0247704	37958
0247713	34043
0250101	19793
0250143	29465
0250365	39333
0250415	91478
0250640	56945
0250641	27243
0250655	24823
0251004	93520
0251025	23070
0251041	27719
0251164	21100922942
0251711	21741
0252005	38274
0252052	20634
0252155	18609
0252175	21065
0253002	26857
0253023	12817
0253250	52154
0253357	16767
0253456	23760
0253612	15339
0253635	21553
0253664	22064
0253667	24919
0253725	14253
0253777	83088
0254007	33600
0254164	24803
0254212	22631
0254404	37448
0254463	12469
0254674	20335
0254724	19700186408
0254763	22871
0255122	14122
0255141	16713
0255314	96403
0255452	14289
0255562	15847
0256003	91676
0256173	37619
0256422	14343
0256644	54585
0256714	89811
0257163	32978
0257576	19465
0260125	38777
0260231	24024
0260316	15428
0260564	13500
0260622	16515
0260671	39540
0260701	27464
0261057	99334
0261412	13929
0261505	27821
0261652	22422
0262036	37969
0262165	64783
0262272	101358
0262321	28204
0262322	23882
0262422	53839
0262476	33635
0262521	19946
0262610	25421
0262613	23675
0263111	27826
0263125	19684
0263212	64737
0263344	38288
0263375	64482
0263470	20398
0263662	19700186064
0263741	19400157964
0263742	12937
0264367	65853
0264413	37032
0264620	78004
0264676	52223
0264677	94144
0265037	52066
0265365	110154
0265365	16972
0265737	57318
0266236	64345
0266262	23478
0266303	23093
0266344	62928
0266603	87129
0267200	31445
0267442	14630
0267464	88881
0267637	15900
0270023	37582
0270056	22612
0270063	22399
0270632	19700174947
0270707	16177
0270745	85007
0271103	23470
0271141	59782
0310750	12482
0310774	17537
0311071	33580
0311115	77371
0311172	38676
0311355	62647
0311416	22912
0311622	86402
0311747	32960
0312020	19538
0312464	27811
0312552	38253
0312556	59515
0312676	24554
0312677	26564
0312747	97087
0313161	29944
0313225	29927
0313664	76141
0314001	24092
0314024	22379
0314524	21301
0314554	76512
0314702	77469
0315061	19615
0315073	12505
0315137	110130
0315137	15899
0315565	12733
0315573	82317
0315615	74525
0316264	71706
0316520	23963
0316571	38020
0317011	98210
0317051	20668
0317055	84102
0317062	26481
0317250	33401
0320036	63811
0320043	100505
0320134	13769
0320227	24488
0320246	26112
0320271	37434
0320551	87414
0320606	23418
0320626	22583
0320657	24657
0320766	14415
0320770	39751
0321050	15390
0321213	19781
0321347	36482
0321403	99917
0321546	37527
0322067	12584
0322070	34375
0322116	17665
0322206	27575
0322305	25542
0322311	26925
0323130	17589
0323156	21086
0323220	71865
0323406	79466
0323431	13798
0323464	82594
0323465	71106
0323470	19992
0323553	25277
0323767	21357
0324055	16792
0324362	82729
0324401	93574
0324736	33260
0325221	35307
0325332	100397
0325627	21100855858
0325627	23626
0325677	54464
0326013	110220
0326076	72656
0326100	32775
0326114	97086
0326141	23685
0326144	15132
0326156	71080
0326157	57471
0326204	72600
0326205	71826
0326264	20427
0326351	6200180192
0326377	20648
0326701	28052
0327015	79203
0327533	15480
0327545	26238
0330057	27707
0330122	73008
0330167	19956
0330363	56066
0330411	21003
0330420	33230
0330421	100744
0330423	71304
0330464	98333
0330465	12006
0330471	18043
0330472	40329
0330500	25349
0330501	26441
0330666	23375
0330706	35525
0330732	53343
0331062	12879
0331072	20155
0331257	68989
0331260	35724
0331266	12439
0331323	61954
0331325	77108
0331326	82510
0331547	33980
0331570	94250
0331622	20791
0331757	24012
0331761	14934
0331777	20040
0332052	60080
0332127	60510
0332155	33110
0332173	19064
0332203	20790
0332235	33463
0332425	19700186163
0332636	37621
0332637	12084
0332642	94509
0332675	17614
0333115	51822
0333501	14356
0333506	22496
0333507	25680
0333524	22900
0333535	11000153784
0333542	39318
0333601	20321
0333617	54531
0333620	101369
0334641	38602
0334721	13826
0335007	145497
0335007	21418
0335405	23350
0337043	67330
0337243	16778
0337244	16778
0337330	18927
0337655	36186
0337723	38822
0337744	50223
0337752	27446
0337763	21718
0340156	14337
0340675	67436
0340713	57867
0340732	54975
0340733	84781
0340734	34258
0340735	61156
0341362	59937
0341527	12951
0342017	21411
0342050	38449
0342051	26982
0342230	35330
0342367	14364
0342640	39606
0342643	75364
0342677	22964
0344327	21704
0345542	17062
0346411	32422
0346574	16941
0346653	25444
0347227	29640
0347242	14360
0347421	28238
0347421	9500153910
0347631	21091
0350154	51353
0350520	64812
0350747	31062
0350761	33147
0351014	29970
0351035	35501
0351235	71081
0351323	58333
0351400	24395
0351416	25312
0351461	21224
0352140	57161
0352506	55221
0353016	71580
0353045	110322
0353523	91467
0353557	18684
0354343	25684
0354411	79039
0354422	25686
0354471	19879
0354704	34445
0354717	56243
0354720	18006
0354741	96372
0355003	76810
0355004	36123
0355501	29916
0355573	34841
0355646	66264
0355667	15453
0356133	26691
0356301	25579
0356503	13713
0356504	14533
0356627	33116
0356630	33726
0356636	80974
0356637	33376
0356650	35110
0356657	15705
0356763	28611
0357002	5400152651
0357015	21444
0357046	20881
0357115	38596
0357245	24603
0357321	40521
0357344	18106
0357415	37190
0357424	40262
0357443	12061
0360047	37910
0360051	18946
0360076	59036
0360077	13146
0360135	55116
0360341	38303
0360342	22488
0360401	67970
0360430	20696
0360775	22799
0361025	40721
0361027	15367
0361031	27622
0361046	26465
0361055	25219
0361136	35640
0361342	35327
0361356	90415
0361435	65116
0361512	27474
0361546	89836
0361547	17838
0361564	39204
0361603	21890
0362122	36130
0362555	93356
0363112	90656
0364220	22704
0364265	19764
0364267	15935
0364311	20555
0364315	34744
0364441	19418
0364456	14134
0364535	16925
0364543	79052
0364547	15369
0364620	18573
0365245	33471
0365251	24724
0365252	13649
0365261	40325
0365263	18497
0365304	27467
0365307	14676
0365316	21100779404
0365317	33178
0365327	70120
0365332	15753
0365337	14112
0365341	79268
0365342	37656
0365356	24505
0365561	89613
0365565	13293
0365601	36582
0365610	35835
0365646	16181
0365647	33143
0366113	56914
0366126	26122
0366127	101043
0366131	62393
0366141	88128
0366151	20558
0366372	22983
0366524	19700173900
0366533	81348
0366543	25264
0366561	36934
0366565	101093
0366610	80983
0366653	53337
0367033	15430
0367050	21197
0367052	65599
0367056	25468
0367070	19199
0367344	15948
0367524	94318
0367526	87639
0367532	56117
0367540	33617
0367541	12857
0367545	24970
0367567	17410
0367575	64413
0367576	36001
0367663	17992
0367714	35931
0367732	77914
0367734	55017
0367735	32749
0370033	29163
0370034	20357
0370035	5700165814
0370036	37268
0370073	20179
0370077	12416
0370121	24025
0370123	22549
0370124	81227
0370161	19099
0370270	21397
0370271	33450
0370272	36594
0370274	71010
0370276	35157
0370301	20397
0370303	20402
0370305	35714
0370306	32957
0370307	18385
0370310	24213
0370311	24215
0370312	39749
0370313	35158
0370314	21651
0370317	30055
0370320	16756
0370323	63792
0370324	38803
0370330	34515
0370331	38757
0370333	32778
0370334	61330
0370335	36955
0370336	17548
0370337	17549
0370343	30056
0370344	23755
0370347	36522
0370350	51224
0370352	15193
0370353	15195
0370354	13578
0370355	13580
0370357	31340
0370362	23302
0370364	17574
0370365	17578
0370366	29424
0370367	110312
0370370	32947
0370374	21288
0370376	38113
0370377	54608
0370400	17077
0370401	19094
0370413	19600
0370416	28690
0370417	29439
0370421	21656
0370423	68905
0370424	25758
0370425	20151
0370427	82608
0370431	12522
0370435	19603
0370436	14442
0370437	26554
0370440	26978
0370441	19604
0370451	65332
0370452	32966
0370455	30069
0370456	54360
0370457	27014
0370465	22414
0370466	17658
0370467	16703
0370470	27045
0370471	35652
0370472	99636
0370473	20442
0370474	35570
0370475	21677
0370476	30078
0370500	13266
0370501	35424
0370502	27062
0370503	40143
0370504	61578
0370506	27086
0370507	21787
0370511	23305
0370512	17664
0370513	29474
0370514	19298
0370515	16929
0370516	35520
0370520	13283
0370521	29492
0370522	20458
0370523	32522
0370524	21410
0370525	50004
0370534	23911
0370535	16789
0370536	23915
0370540	34913
0370541	88162
0370543	22687
0370544	76972
0370545	74991
0370550	24291
0370553	34118
0370554	37518
0370555	34685
0370561	4800154002
0370562	21699
0370563	76315
0370567	37342
0370570	21977
0370571	20400
0370572	34521
0370600	120008
0370603	37261
0370604	27572
0370605	19140
0370612	24335
0370613	37944
0370614	22716
0370615	16292
0370616	17676
0370617	17687
0370620	32987
0370623	16867
0370624	9500154033
0370625	28861
0370626	14859
0370627	13847
0370634	35387
0370635	28770
0370636	12770
0370637	36055
0370640	40254
0370644	13740
0370646	33297
0370647	28773
0370650	21868
0370657	12484
0370660	24457
0370666	85699
0370667	13844
0370674	26067
0370675	75262
0370676	5700157895
0370706	15584
0370707	13866
0370711	13247
0370712	15598
0370713	21875
0370714	72474
0370716	110093
0370720	27933
0370723	21941
0370724	21100242623
0370724	25859
0370726	100374
0370730	66946
0370730	79659
0370732	12728
0370735	26113
0370737	66407
0370740	22171
0370750	24835
0370760	21894
0371156	70301
0371157	25781
0371160	30764
0371163	37754
0371232	58220
0371574	34057
0371617	33916
0371716	19700180539
0372257	90072
0372264	14117
0372307	12795
0372330	58180
0372331	16557
0372332	34684
0372333	34691
0372343	20482
0372346	40652
0372347	16711
0372350	24292
0372351	26574
0372354	20485
0372355	19136
0372360	27002
0372361	19321
0372363	29523
0372367	19133
0372370	19614
0372372	59826
0372373	16715
0372374	12010
0372377	33257
0372403	27052
0372406	23934
0372420	57143
0372420	72151
0372421	37739
0372422	19342
0372430	16811
0372433	24252
0372434	14491
0372435	14207
0372436	14209
0372440	26575
0372441	14202
0372445	32974
0372451	35402
0372460	14512
0372465	19591
0372471	27591
0372472	90436
0372477	12127
0372506	37725
0372513	35032
0372516	16845
0372525	25799
0372526	14863
0372531	25253
0372534	20078
0372537	14317
0372541	21858
0372543	33359
0372544	25473
0372546	39666
0372547	30025
0372552	35709
0372553	20996
0372554	36470
0372557	13843
0372561	38926
0372565	20094
0372566	29171
0372567	12831
0372573	21007
0372604	29300
0372606	14955
0372612	14921
0372614	23096
0372617	21062
0372620	20699
0372621	12328
0372624	20726
0372625	14944
0372630	29473
0372631	84717
0372633	26562
0372634	34644
0372635	110311
0372637	35938
0372646	27115
0372647	34096
0372650	19444
0372652	23909
0372654	35447
0372655	91186
0372660	19979
0372664	28079
0372666	14842
0372667	16895
0372670	61963
0372671	98458
0372672	40617
0372675	15128
0372677	77519
0372705	22745
0372706	35853
0372707	19649
0372710	20121
0372711	27420
0372712	23363
0372713	53662
0372714	20137
0372715	20997
0372716	24765
0372720	9500153954
0372721	33361
0372723	69325
0372725	24456
0372735	29185
0372736	21030
0372737	38445
0372741	20626
0372745	29853
0372755	24815
0372760	96380
0372762	14536
0372763	25487
0372764	21088
0372766	12635
0372767	13563
0372770	21823
0372772	12705
0372774	37972
0372776	110345
0373005	37611
0373007	22235
0373022	21414
0373023	14671
0373026	21611
0373027	18489
0373031	19738
0373057	13582
0373060	17571
0373062	24218
0373071	36240
0373073	17654
0373077	19700171709
0373100	24605
0373115	34738
0373122	63065
0373124	12775
0373124	21100874258
0373124	21100874259
0373125	16576
0373126	17497
0373144	19600157043
0373147	36026
0373151	23408
0373152	23433
0373162	40080
0373165	37354
0373200	24321
0373206	21238
0373207	12613
0373214	95077
0373220	29178
0373223	13193
0373224	22104
0373225	4100151534
0373226	18532
0373232	21798
0373233	21800
0373322	25283
0373334	18591
0374236	28785
0374606	15052
0374613	98405
0374615	58405
0374617	27935
0374620	15091
0374623	33669
0374626	27984
0374627	28006
0374630	28330
0374633	28318
0374636	22173
0374641	12742
0374646	20878
0374654	22234
0374655	10300153321
0374656	40799
0374657	38553
0374660	29755
0374672	20813
0374675	23754
0374676	31988
0374701	14659
0374703	19735
0374705	100225
0374707	23440
0374710	18253
0374714	25609
0374715	32034
0374716	13506
0374717	36692
0374720	14891
0374721	60451
0374725	33987
0374726	16186
0374730	33680
0374731	13943
0374737	14781
0374740	16202
0374747	34115
0374750	29805
0374751	31416
0374754	21648
0374755	33722
0374756	26947
0374762	40693
0374763	19700175455
0374764	74010
0375011	17121
0375020	37272
0375035	37028
0375036	15474
0375037	21235
0375040	26061
0375042	22055
0375044	86886
0375264	98997
0375265	66081
0375267	26203
0375272	21921
0375275	35632
0375313	12735
0375327	29070
0375332	58665
0375343	29074
0375351	22977
0375352	17068
0375355	12201
0375356	18555
0375360	28134
0375361	15402
0375362	26159
0375363	26172
0375365	35950
0375370	27769
0375371	36869
0375373	18926
0375374	34052
0375375	27228
0375376	15653
0375377	36787
0375400	20491
0375401	40812
0375402	16734
0375403	16820
0375404	23475
0375410	15116
0375434	19842
0375521	20473
0375522	82790
0375523	72998
0375566	12145
0375655	28093
0375672	12681
0375713	23519
0376027	29990
0376035	84016
0376166	26550
0376212	84320
0376231	36780
0376307	23303
0376312	38683
0376315	35381
0376326	28678
0376330	21821
0376331	16812
0376332	30064
0376333	16817
0376334	33928
0376335	36902
0376336	35467
0376337	19887
0376340	21728
0376342	29663
0376343	21731
0376344	33357
0376346	5800157996
0376351	23904
0376352	23903
0376354	16478
0376355	21006
0376356	101142
0376362	23086
0376363	23102
0376364	26175
0376367	29657
0376370	21908
0376371	30088
0376372	30090
0376373	40923
0376374	19975
0376377	18369
0376401	21690
0376403	28848
0376404	29259
0376405	13345
0376406	37679
0376412	16438
0376413	16443
0376416	15655
0376417	16966
0376421	17007
0376422	15756
0376424	25672
0376425	27010
0376426	22188
0376427	27392
0376433	58672
0376436	100874
0376440	33256
0376440	39632
0376440	78477
0376441	18632
0376442	20552
0376446	13060
0376447	36414
0376452	21455
0376465	18690
0376466	15784
0376470	18710
0376472	21100391100
0376473	13443
0376474	86715
0376475	13465
0376476	13467
0376502	13997
0376503	14061
0376505	19172
0376506	19173
0376507	17697
0376514	21458
0376515	13093
0376525	38174
0376526	19600164800
0376536	16869
0376540	14860
0376542	28684
0376546	34494
0376547	74305
0376552	12732
0376561	74649
0376564	17553
0376565	39295
0376567	18283
0376573	15374
0376574	29544
0376577	101340
0376600	17581
0376601	15875
0376606	17617
0376610	28248
0376611	17233
0376614	14518
0376615	16553
0376617	27242
0376624	33448
0376626	54254
0376627	59194
0376635	22921
0376637	84556
0376641	18980
0376642	18999
0376644	14132
0376646	20269
0376646	20283
0376650	19052
0376652	20283
0376746	24580
0376757	17487
0376762	34920
0376763	98392
0377015	21775
0377045	19337
0377050	95580
0377224	63551
0377263	64961
0377266	12498
0377430	14821
0377562	95974
0377752	72547
0377771	52945
0377775	22769
0400026	91019
0400166	31345
0400312	21100256984
0400335	34757
0400360	19782
0400463	22459
0400640	29471
0400641	90837
0400645	13302
0400647	67006
0400650	91366
0400651	110329
0400654	33784
0400657	21101038504
0400661	35160
0400662	34419
0400663	80756
0400666	14152
0400673	21419
0400675	28137
0400677	22642
0400710	70310
0400714	17837
0400721	40064
0400725	23949
0400726	21766
0400727	61226
0400730	36161
0400731	28009
0400732	26687
0400734	54158
0400735	38944
0400740	15154
0400744	19081
0400760	96270
0400763	18967
0400764	19814
0400765	39208
0400767	21662
0400770	15828
0400771	26275
0400773	17438
0400774	101696
0400775	17525
0400776	85831
0401000	16357
0401001	55896
0401002	38593
0401003	12520
0401006	28837
0401007	28085
0401011	91579
0401013	34023
0401014	12930
0401016	12351
0401017	110152
0401027	120000
0401031	12051
0401042	34654
0401043	75184
0401047	27069
0401052	17831
0401057	21772
0401060	17952
0401065	26278
0401067	15876
0401073	26300
0401074	35529
0401074	36689
0401075	29253
0401101	28089
0401102	19700174200
0401105	14582
0401107	18807
