scopus_id	active	open_access	main_publisher	source_type
23123	0	0	Penton Media, Inc.	Journal
23124	0	0	Bentham	Journal
23125	1	0	William Reed Publishing	Trade Journal
23126	0	0	Taylor & Francis	Journal
23127	1	0	Association for Computing Machinery	Journal
23129	1	0	Wiley-Blackwell	Journal
23131	1	0	University of Houston	Journal
23132	1	1	Universidade Federal de Santa Catarina	Journal
23133	1	0	Duncker und Humblot GmbH	Journal
23134	1	0	SAGE	Journal
23135	1	0	Springer nature	Journal
23137	0	0	Bentham	Journal
23138	1	0	Wolters Kluwer Health	Journal
23139	1	0	Verlag Dr.Albert Bartens KG	Journal
23140	1	0	Wolters Kluwer Health	Journal
23141	1	0	Elsevier	Journal
23143	0	0	Jishou Daxue/Jishou University	Journal
23144	1	0	Cambridge University Press	Journal
23145	1	0	Wiley-Blackwell	Journal
23146	1	0	Oxford University Press	Journal
23148	1	0	Oxford University Press	Journal
23149	1	0	John Benjamins Publishing Company	Journal
23150	1	0	Oxford University Press	Journal
23152	1	0	Oxford University Press	Journal
23153	1	0	Hrvatski Institut za Povijest Opaticka	Journal
23154	1	0	Springer nature	Journal
23155	1	0	Bentham	Journal
23157	1	0	Wiley-Blackwell	Journal
23158	0	0	Elsevier	Journal
23159	1	0	Wiley-Blackwell	Journal
23161	1	0	Elsevier	Journal
23162	0	0	University of Zimbabwe Publications	Journal
23164	1	0	SAGE	Journal
23166	1	0	Elsevier	Journal
23167	1	0	SAGE	Journal
23168	1	0	SAGE	Journal
23169	0	0	W.Zuckschwerdt Verlag GmbH	Journal
23171	1	0	Korean Society of Pharmacognosy	Journal
23172	1	0	Duke University Press	Journal
23173	1	0	Eui-Hak Publishing and Printing Co.	Journal
23174	0	0	Korean Society for Clinical Pharmacology and Therapeutics	Journal
23175	1	0	Deutscher Apotheker Verlag	Journal
23176	1	0	Elsevier	Journal
23177	1	0	Springer nature	Journal
23178	1	0	Indian National Science Academy	Journal
23179	1	0	Springer nature	Journal
23180	1	0	Elsevier	Journal
23181	1	0	Oxford University Press	Journal
23182	1	0	Taylor & Francis	Journal
23183	1	0	Oxford University Press	Journal
23184	0	0	E B M Erdmann-Brenger GmbH	Journal
23185	1	0	Elsevier	Journal
23186	0	0	Wolters Kluwer Health	Journal
23187	0	0	Elsevier	Journal
23188	1	0	Wiley-Blackwell	Journal
23189	1	0	SAGE	Journal
23193	0	0	Federation Historique de Provence	Journal
23194	1	0	Indiana University Press	Journal
23196	0	0	Industrial Mathematics Society	Journal
23197	1	0	World Scientific	Journal
23198	1	0	Elsevier	Journal
23199	1	0	Association des Annales de I'Institut Fourier	Journal
23200	1	0	Elsevier	Journal
23201	1	0	Karger	Journal
23202	0	0	Elsevier	Journal
23203	1	0	Institute of Food Science and Technology	Journal
23204	0	0	Cardiology Academic Press	Journal
23205	1	0	Taylor & Francis	Journal
23206	0	0	Wydawnictwo Via Medica	Journal
23207	1	0	Royal Irish Academy	Journal
23208	0	0	Laser Pages Publishing Ltd.	Journal
23209	1	0	Cluj University Press	Journal
23211	1	0	Museum National d'Histoire Naturelle	Journal
23212	1	0	Institute of Mathematical Statistics	Journal
23213	1	0	Springer nature	Journal
23214	0	0	CIC Edizioni International s.r.l.	Journal
23215	0	0	Mediselect B.V.	Journal
23216	0	0	Harvard Health Publication Group	Journal
23217	1	0	BMJ Publishing Group	Journal
23218	0	0	Englander Communications, LLC	Journal
23221	1	0	Springer nature	Journal
23222	1	0	Elsevier	Journal
23223	0	0	Osaka City University	Journal
23224	1	0	Taylor & Francis	Journal
23225	1	0	SEPM Society for Sedimentary Geology	Journal
23226	1	0	Elsevier	Journal
23228	1	0	Springer nature	Journal
23229	1	0	Taylor & Francis	Journal
23230	1	0	World Scientific	Journal
23231	0	0	Wolters Kluwer Health	Journal
23232	1	0	Institute of Food Technologists	Trade Journal
23233	0	0	Remedica Publishing Ltd.	Journal
23234	1	0	Springer nature	Journal
23235	1	0	Elsevier	Journal
23237	1	0	Elsevier	Journal
23238	1	0	Bailey-Matthews Shell Museum	Journal
23239	1	0	Wiley-Blackwell	Journal
23241	1	0	Springer nature	Journal
23244	1	0	World Scientific	Journal
23245	0	0	Data Trace Publishing Co.	Journal
23246	1	0	Elsevier	Journal
23247	1	0	Walter de Gruyter	Journal
23248	1	0	The Heart Surgery Forum	Journal
23249	0	0	Hellenic Cardiological Society	Journal
23250	0	0	Springer nature	Journal
23251	1	0	Springer nature	Journal
23252	1	0	Brill	Journal
23253	1	0	Springer nature	Journal
23254	1	0	Organization of Nematologists of Tropical America	Journal
23255	1	0	Elsevier	Journal
23256	1	0	Elsevier	Journal
23257	1	0	Taylor & Francis	Journal
23259	1	1	Springer nature	Journal
23261	1	0	Oxford University Press	Journal
23262	1	0	Springer nature	Journal
23263	1	0	Thieme	Journal
23265	0	0	National Institute of Polar Research	Journal
23267	1	0	Inderscience Publishers	Journal
23268	1	0	Inderscience Publishers	Journal
23269	1	0	Elsevier	Trade Journal
23270	1	0	Springer nature	Journal
23271	1	0	Springer nature	Journal
23272	1	0	Elsevier	Book Series
23273	1	0	Taylor & Francis	Journal
23274	1	0	Elsevier	Journal
23275	1	0	Inderscience Publishers	Journal
23276	1	0	Springer nature	Journal
23277	0	0	Asociation Latinoamericana de Ciencias Fisiologicas	Journal
23278	0	0	Society for Northwestern Vertebrate Biology	Journal
23282	1	0	Springer nature	Journal
23284	0	0	Universitetsko Izdatelstvo Sv. Kliment Okhridski/Publishing House of the Sofia University St. Kilment Ohridski	Journal
23285	1	1	EDP Sciences	Journal
23287	1	0	Cambridge University Press	Journal
23288	1	0	SAGE	Journal
23289	1	0	Wolters Kluwer Health	Journal
23292	1	0	Taylor & Francis	Journal
23294	1	0	Institute of Physics Publishing	Journal
23295	1	0	Elsevier	Journal
23298	0	0	Ministry of the Environment	Journal
23299	1	0	Nippon Gakushiin/Japan Academy	Journal
23300	1	0	Springer nature	Journal
23301	0	0	Akademiai Kiado	Journal
23302	0	0	Wiley-Blackwell	Journal
23303	0	0	Wiley-Blackwell	Journal
23304	1	1	American Physiological Society	Journal
23305	0	0	American Physiological Society	Journal
23306	1	0	American Physiological Society	Journal
23307	1	0	Pitagora Editrice	Journal
23308	1	0	American Physiological Society	Journal
23309	1	0	Zoological Society of Pakistan	Journal
23310	1	0	American Physiological Society	Journal
23311	1	0	American Physiological Society	Journal
23312	1	0	Science Press	Journal
23314	1	0	Taylor & Francis	Journal
23315	1	0	Elsevier	Journal
23316	1	0	Elsevier	Journal
23317	0	0	Deutsche Gesellschaft fur Polarforschung	Journal
23318	1	0	University of Chicago Press	Journal
23319	1	1	Polish Academy of Sciences	Journal
23320	0	0	Vogel Verlag und Druck GmbH & Co. KG	Journal
23321	0	0	Penton Media, Inc.	Journal
23323	1	0	Ecological Society of Japan	Journal
23324	1	0	Elsevier	Journal
23325	0	0	Springer nature	Journal
23326	1	0	American Physiological Society	Journal
23327	1	0	American Physiological Society	Journal
23328	0	0	American Physiological Society	Journal
23329	0	0	Springer nature	Journal
23330	0	0	American Bar Association	Journal
23332	0	0	Pabst Science Publishers	Journal
23333	1	0	Taylor & Francis	Journal
23336	1	0	Springer nature	Journal
23337	0	0	Sociedade Brasileira de Geologia	Journal
23339	1	1	Springer nature	Journal
23340	1	0	American Chemical Society	Journal
23342	1	0	Springer nature	Journal
23343	1	1	Chemical Society of Ethiopia	Journal
23344	0	0	Academy of Environmental Biology	Journal
23345	1	0	Chemical Society of Japan/Nippon Kagakukai	Journal
23346	1	0	SAGE	Journal
23347	1	0	World Scientific	Journal
23348	1	0	Triveni Enterprises	Journal
23349	1	0	Chemical Society of Pakistan	Journal
23350	1	0	Royal Society of Chemistry	Journal
23351	0	0	Gardner Publications, Inc.	Journal
23352	1	0	Elsevier	Journal
23353	0	0	Elsevier	Trade Journal
23354	1	0	Taylor & Francis	Journal
23355	1	0	American Society of Civil Engineers	Journal
23356	1	0	ICE Publishing	Journal
23357	1	0	Elsevier	Journal
23358	1	1	Springer nature	Journal
23359	1	0	Taylor & Francis	Journal
23360	1	0	Springer nature	Journal
23362	1	0	National University of Singapore	Journal
23363	1	0	NRC Research Press	Journal
23364	0	0	Rusting Publications	Journal
23365	0	0	Zhongguo Kexue Zazhishe/Science in China Press	Journal
23366	1	0	Springer nature	Journal
23368	1	0	National Environmental Health Association	Journal
23369	1	0	Oxford University Press	Journal
23370	1	0	University of Oregon	Journal
23371	1	0	Elsevier	Journal
23372	1	0	Czech Chemical Society	Journal
23373	1	0	Taylor & Francis	Journal
23374	1	0	Taylor & Francis	Journal
23375	1	0	Wiley-Blackwell	Journal
23376	0	0	Nakladatelske Stredisko CLSJE Purkyne	Journal
23377	1	0	Oxford University Press	Journal
23378	0	0	Science Press	Journal
23379	1	1	Chinese Physiology Society/Chung-kuo Sheng Li Hsueh Hui	Journal
23380	0	0	West Publishing Co.	Journal
23382	1	0	Wiley-Blackwell	Journal
23387	1	0	Wiley-Blackwell	Journal
23388	1	0	Elsevier	Journal
23390	0	0	American Institute of Chemists, Inc.	Trade Journal
23391	1	0	Taylor & Francis	Journal
23392	1	0	Wiley-Blackwell	Journal
23393	1	0	IOS Press	Journal
23394	0	0	Baywood Publishing Co., Inc.	Journal
23395	0	0	Springer nature	Journal
23396	0	0	Japan Society of Civil Engineers/Doboku Gakkai	Journal
23398	0	0	Elsevier	Journal
23400	1	0	Cryo-Letters	Journal
23401	0	0	Oxford University Press	Journal
23402	1	0	Springer nature	Journal
23403	1	0	Walter de Gruyter	Journal
23404	1	0	Wiley-Blackwell	Journal
23405	0	0	Elsevier	Journal
23406	1	0	Wiley-Blackwell	Journal
23407	1	0	Taylor & Francis	Journal
23408	1	0	Wiley-Blackwell	Trade Journal
23411	1	0	Wiley-Blackwell	Journal
23412	1	0	AOAC International	Journal
23413	0	0	Enviro Media	Journal
23415	1	0	Springer nature	Journal
23416	1	0	Taylor & Francis	Journal
23417	1	0	CONCAWE	Journal
23418	1	0	Chemical Society of Japan/Nippon Kagakukai	Journal
23419	1	0	Old City Publishing Inc.	Journal
23420	1	0	Taylor & Francis	Book Series
23421	1	0	SAGE	Journal
23422	0	0	Izdatel'stva Nauka	Journal
23423	1	0	Slovak Academy of Sciences	Journal
23424	1	0	Taylor & Francis	Journal
23425	1	1	Fakultet politickih Znanosti	Journal
23426	1	0	Nihon Heiko Shinkeika Gakkai/Japan Society for Equilibrium Research	Journal
23429	1	0	Elsevier	Journal
23430	1	0	Royal Society of Chemistry	Trade Journal
23431	0	0	Izdatel'stva Nauka	Journal
23432	1	0	Sociedad Chilena De Quimica	Journal
23433	1	1	Schweizerische Chemische Gedellschaft	Journal
23434	1	0	Taylor & Francis	Journal
23435	1	0	Cambridge University Press	Journal
23436	0	0	Elsevier	Trade Journal
23439	1	0	SAGE	Journal
23440	1	0	Scientific Scholar	Journal
23441	1	1	Indian Pacing and Electrophysiology Group	Journal
23442	1	0	Cambridge University Press	Journal
23443	0	0	Physiological Society of Japan	Journal
23444	1	0	Wiley-Blackwell	Journal
23446	1	0	Human Kinetics Publishers Inc.	Journal
23447	1	0	Teknoscienze s.r.l.	Journal
23448	1	0	Elsevier	Journal
23449	1	0	Wiley-Blackwell	Journal
23450	1	0	Wiley-Blackwell	Journal
23451	0	0	Akademie Ved Ceske Republiky	Journal
23452	1	0	Voprosy Ekonomiki	Journal
23453	1	0	Bentham	Journal
23454	1	0	American Physiological Society	Journal
23455	1	0	Wiley-Blackwell	Journal
23456	1	0	Springer nature	Journal
23457	1	0	Springer nature	Journal
23459	1	0	American Society of Exercise Physiologists	Journal
23460	1	0	Rockefeller University Press	Journal
23462	1	0	Springer nature	Journal
23463	0	0	Wiley-Blackwell	Journal
23464	1	0	University of Chicago Press	Journal
23465	1	0	Cambridge University Press	Journal
23467	1	0	Kwang Hwa Publishing Co.	Journal
23468	0	0	University of East Anglia, Centre for Social and Economic Research on the Global Environment	Journal
23469	0	0	World Health Organization	Journal
23470	1	0	Elsevier	Journal
23471	1	1	Hrvatsko Kemijsko Drustvo/Croatian Chemical Society	Journal
23472	1	0	Science Press	Journal
23473	1	0	Oxford University Press	Journal
23474	1	0	Envirnomental Philosophy, Inc.	Journal
23475	1	0	American Physiological Society	Journal
23477	0	0	Japan Society of Physiological Anthropology	Journal
23478	1	0	Wiley-Blackwell	Journal
23479	1	0	Polish Physiological Society	Journal
23481	1	0	IOS Press	Journal
23482	1	0	Springer nature	Journal
23483	1	0	Elsevier	Journal
23484	1	0	University of Chicago Press	Journal
23486	1	0	Springer nature	Journal
23488	1	0	Bentham	Journal
23489	0	1	Taylor & Francis	Journal
23490	1	0	Springer nature	Journal
23491	0	0	Elsevier	Journal
23492	1	1	University of Belgrade	Journal
23495	1	0	Editorial Ciencias Medicas	Journal
23496	1	0	Handelshoejskolen i Koebenhavn	Journal
23497	0	0	Estrada da Ponta Grossa	Journal
23500	0	0	Taylor & Francis	Journal
23501	1	0	Pleiades Publishing	Journal
23502	1	0	Elsevier	Journal
23506	1	0	Peeters Publishers	Journal
23507	0	0	Nebraska State Historical Society	Journal
23509	1	0	Springer nature	Journal
23511	0	0	Sociedade Portuguesa de Estimatologia e Medicina Dentaria	Journal
23514	0	0	Societe Odontologique de Paris	Journal
23516	1	0	Royal Society of Western Australia Inc.	Journal
23518	0	0	Kommissionsverlag F. Steiner	Journal
23519	0	0	Rhode Island Dental Association	Journal
23520	0	0	Elsevier	Journal
23521	1	1	Fundacao Editora UNESP	Journal
23522	0	0	Electrochemical Society, Inc.	Journal
23524	1	0	Wiley-Blackwell	Journal
23525	0	0	Taylor & Francis	Journal
23526	1	0	Taylor & Francis	Journal
23528	1	0	Center for the Study of the Presidency	Journal
23530	0	0	Royal Australasian College of Dental Surgeons	Journal
23531	1	0	Springer nature	Journal
23532	0	0	Society for the Advancement of Anaesthesia in Dentistry	Journal
23534	0	0	Schweizerische Zahnarzte-Gesellschaft	Journal
23535	0	0	Journal and Bulletin Agency	Journal
23536	1	0	Elsevier	Journal
23538	0	0	Statistisches Bundesamt	Journal
23539	1	0	University of New Mexico	Journal
23540	1	1	Springer nature	Journal
23542	1	0	Taylor & Francis	Journal
23546	0	0	Montage Media Corp.	Journal
23547	1	0	Elsevier	Journal
23550	0	0	African Medical Association	Journal
23552	1	0	SAGE	Journal
23554	1	0	Instituto de Investigaciones Economicas, UNAM	Journal
23557	0	0	Taylor & Francis	Journal
23559	1	0	Taylor & Francis	Journal
23565	1	0	Wiley-Blackwell	Journal
23566	0	0	Hall - McCartney Ltd.	Journal
23567	1	1	Colegio de Mexico, A.C., Departamento de Publicaciones	Journal
23571	1	0	American Association for the Advancement of Science	Journal
23574	1	0	Oxford University Press	Journal
23577	1	0	Oxford University Press	Journal
23579	1	0	Meditsina Publishers	Journal
23582	1	0	Springer nature	Journal
23584	1	0	American Real Estate Society	Journal
23585	1	0	American Real Estate Society	Journal
23587	0	0	American Real Estate Society	Journal
23588	1	0	American Real Estate Society	Journal
23589	0	0	Sveriges Tandlaekarfoerbund/Swedish Dental Association	Journal
23590	1	0	Springer nature	Journal
23592	0	0	Sveriges Tandlaekarfoerbund/Swedish Dental Association	Journal
23593	1	0	Ecole Nationale du Genie Rural des Eaux et des Forets	Journal
23594	1	0	Wiley-Blackwell	Journal
23595	0	0	Stroiizdat	Journal
23596	1	0	Springer nature	Journal
23597	1	0	Feminist Studies, Inc.	Journal
23598	0	0	Zhonghua Yixeuehui Zazhishe/Chinese Medical Association Publishing House	Journal
23599	0	0	Elsevier	Journal
23600	1	0	Oxford University Press	Journal
23602	1	1	Springer nature	Journal
23603	1	0	Wolters Kluwer Health	Journal
23604	1	0	Elsevier	Journal
23605	1	0	Taylor & Francis	Journal
23607	1	0	Elsevier	Journal
23610	1	0	Taylor & Francis	Journal
23611	1	0	Springer nature	Journal
23612	1	0	Zveza zgodovinskih drustev Slovenije	Journal
23613	0	0	McGraw Hill	Journal
23614	1	0	Springer nature	Journal
23616	1	0	Springer nature	Journal
23617	1	0	IOS Press	Journal
23620	1	0	Taylor & Francis	Journal
23621	1	0	Wiley-Blackwell	Journal
23622	1	0	Universidade De Sao Paulo	Journal
23624	0	0	Tennessee Nurses Association	Journal
23626	1	0	Wiley-Blackwell	Journal
23627	0	0	Texas Dental Association	Journal
23628	0	0	Florida Dental Association	Journal
23629	1	0	American Association for Artificial Intelligence (AAAI) Press	Journal
23630	0	0	CMG	Journal
23632	0	0	University of Nebraska Press	Journal
23633	1	0	Elsevier	Journal
23634	1	0	Taylor & Francis	Journal
23635	1	0	SAGE	Journal
23636	1	0	Springer nature	Journal
23637	0	0	Ontario Historical Society	Journal
23638	1	0	Taylor & Francis	Journal
23640	1	0	Elsevier	Journal
23641	1	0	Taylor & Francis	Journal
23642	1	0	Oregon Historical Society	Journal
23643	1	0	SAGE	Journal
23644	1	0	Emerald	Journal
23645	0	0	Nelson Publishing, Inc.	Journal
23646	1	0	Springer nature	Journal
23647	1	0	Tokyo Shika Daigaku Gakkai/Tokyo Dental College Society	Journal
23648	1	1	National Coordinating Centre for Health Technology Assessment	Journal
23649	1	0	National Institute of Science Communication and Information Resources	Journal
23650	0	1	Society for Scientific Exploration	Journal
23651	1	0	Wiley-Blackwell	Journal
23653	0	0	McGraw Hill	Journal
23655	1	1	Suomen Metsatieteellinen Seura/Finnish Society of Forest Science	Journal
23656	1	0	Springer nature	Journal
23658	0	0	American Marketing Association	Journal
23659	0	0	Finnish Society of Forest Science	Book Series
23661	0	0	Universidade Estadual Paulista - UNESP	Journal
23662	1	0	Cambridge University Press	Journal
23664	0	0	University of Papua New Guinea	Journal
23665	1	0	Elsevier	Journal
23666	1	0	Wiley-Blackwell	Journal
23667	1	0	Taylor & Francis	Journal
23668	1	0	University of New Brunswick	Journal
23670	1	0	Springer nature	Journal
23671	1	0	Elsevier	Journal
23672	1	0	Wiley-Blackwell	Journal
23673	1	0	Taylor & Francis	Journal
23674	1	0	Springer nature	Journal
23675	1	0	Elsevier	Journal
23676	1	0	University of California Press	Journal
23677	1	0	University of Washington in cooperation with Washington State Historical Society	Journal
23678	1	0	Cambridge University Press	Journal
23682	0	0	Emerald	Journal
23684	0	1	BCS, The Chartered Institute for IT	Journal
23685	0	0	History of Science Society of Japan	Journal
23687	1	0	Springer nature	Journal
23688	1	0	Inderscience Publishers	Journal
23689	1	0	Elsevier	Journal
23690	0	0	Virginia Dental Association	Journal
23691	0	0	American Marketing Association	Journal
23692	1	0	Kanagawa Prefectural Museum of Natural History	Journal
23694	0	0	Science Service	Journal
23695	0	0	Southern African Institute of Forestry	Journal
23696	0	0	Society of American Foresters	Journal
23697	1	0	Science Reviews Ltd.	Journal
23699	1	0	Cambridge University Press	Journal
23701	1	0	SAGE	Journal
23702	0	0	De Boeck	Journal
23703	1	0	Taylor & Francis	Journal
23704	1	0	Taylor & Francis	Journal
23706	1	0	Elsevier	Journal
23707	1	0	Penn State University Press	Journal
23709	1	1	JMIR Publications Inc.	Journal
23710	1	0	Springer nature	Journal
23711	0	0	Taylor & Francis	Journal
23713	0	0	American Marketing Association	Journal
23714	1	0	Institute for Operations Research and the Management Sciences	Journal
23715	1	0	SAGE	Journal
23716	1	0	SAGE	Journal
23717	1	1	Emerald	Journal
23718	1	0	Taylor & Francis	Journal
23719	1	0	De Boeck	Journal
23720	1	0	Taylor & Francis	Journal
23721	0	0	Peeters Publishers	Journal
23722	0	0	American Heritage	Journal
23723	1	0	Taylor & Francis	Journal
23724	1	0	Johns Hopkins University Press	Journal
23728	1	0	Mary Ann Liebert	Journal
23729	1	0	Taylor & Francis	Journal
23730	1	0	Suoseura	Journal
23731	1	0	Polish Forestry Society	Journal
23733	0	0	Fundacion del Instituto Nacional de Industria	Journal
23735	1	0	Elsevier	Journal
23736	1	0	Elsevier	Journal
23737	1	0	Wiley-Blackwell	Journal
23738	0	0	Manushi Trust	Journal
23739	1	0	Brill	Journal
23740	0	0	Hoffman Heart Institute Of Connecticut	Journal
23741	1	0	Wolters Kluwer Health	Journal
23743	0	0	American Student Dental Association	Journal
23746	1	0	Institute of Electrical and Electronics Engineers	Trade Journal
23747	1	0	Casa Editrice le Lettere	Journal
23748	0	0	Universitaetsverlag Winter GmbH	Journal
23749	1	0	Cambridge University Press	Journal
23750	0	0	Oxford University Press	Trade Journal
23751	1	0	Taylor & Francis	Journal
23752	1	0	Springer nature	Journal
23754	1	1	Cardiological Society of India	Journal
23755	1	0	Taylor & Francis	Journal
23757	0	0	Acta Medica Belgica	Journal
23758	1	0	Edizioni Minerva Medica	Journal
23759	0	0	Librairie Droz S.A.	Book Series
23760	1	1	University of Zagreb	Journal
23761	1	0	Thieme	Journal
23763	1	0	International Association for Dental Research	Journal
23764	0	0	Elsevier	Journal
23769	0	0	Elsevier	Book Series
23771	1	0	Appalachian State University	Journal
23773	1	0	Chinese Chemical Society and Peking University	Journal
23774	1	0	Elsevier	Journal
23775	1	0	Walter de Gruyter	Journal
23776	1	0	Association of Canadian Archivists	Journal
23777	0	0	Izdatel'stva Nauka	Journal
23779	0	0	Taylor & Francis	Journal
23780	0	0	C E P I - Centro Editoriale Pubblicitario Italiano s.r.l.	Journal
23784	0	0	Editorial Mapfre	Journal
23785	0	0	Elsevier	Journal
23786	0	0	American Academy of Gnathologic Orthopedics	Journal
23791	1	0	Springer nature	Journal
23792	1	0	Oxford University Press	Journal
23795	1	0	Elsevier	Journal
23796	1	0	Walter de Gruyter	Journal
23798	0	0	Societa Italiana di Cardiologia	Journal
23800	0	0	Libra Publishing Ltd.	Journal
23801	0	0	Nankodo Co., Ltd.	Journal
23802	0	0	Miwa-Shoten Ltd.	Journal
23803	0	0	American College of Dentists	Journal
23804	1	0	Elsevier	Journal
23805	1	0	Mosher & Linder, Inc.	Journal
23806	0	0	Elsevier	Journal
23807	1	0	Elsevier	Journal
23808	1	0	Editions Scientifiques E Story Scientia	Journal
23810	0	0	Primedia Business Magazines & Media Inc.	Trade Journal
23811	1	0	Elsevier	Journal
23814	1	0	Elsevier	Journal
23816	1	0	Springer nature	Journal
23817	1	0	Taylor & Francis	Journal
23819	1	0	American Mathematical Society	Journal
23821	1	0	Springer nature	Journal
23823	0	0	Krause & Pachernegg GmbH	Journal
23824	0	0	Krause & Pachernegg GmbH	Journal
23825	1	0	Japan Atherosclerosis Society	Journal
23826	1	0	Elsevier	Journal
23827	1	0	Wiley-Blackwell	Journal
23828	1	0	Nippon-Shinzobyo-Gakkai/Japanese College of Cardiology	Journal
23829	0	0	Wolters Kluwer Health	Journal
23830	1	1	SAGE	Journal
23831	1	0	Elsevier	Journal
23832	1	0	Wiley-Blackwell	Journal
23833	1	0	Elsevier	Journal
23835	0	0	University of Chicago Press	Journal
23836	1	0	Walter de Gruyter	Journal
23837	1	0	Elsevier	Journal
23838	1	0	Cambridge University Press	Journal
23839	1	0	SAGE	Journal
23840	1	0	Finnish Environment Institute	Journal
23841	1	0	Elsevier	Journal
23842	1	0	Springer nature	Journal
23844	1	0	Elsevier	Journal
23845	1	1	Springer nature	Journal
23846	1	1	Springer nature	Journal
23847	1	0	Elsevier	Journal
23848	0	0	American Academy of Medical Administrators	Journal
23849	1	0	Wolters Kluwer Health	Journal
23850	1	0	Edizioni Minerva Medica	Journal
23851	0	0	Mary Ann Liebert	Journal
23852	0	0	Krause & Pachernegg GmbH	Journal
23853	1	0	Wiley-Blackwell	Journal
23854	0	0	Isis Medical Media Ltd.	Journal
23855	1	0	Elsevier	Journal
23857	1	0	Museum d'Histoire Naturelle de Geneve	Journal
23858	1	1	Anadolu University	Journal
23859	1	0	Springer nature	Journal
23860	1	0	Elsevier	Journal
23861	1	0	Elsevier	Journal
23863	1	0	Taylor & Francis	Journal
23864	1	0	Zhongguo Kexueyuan	Journal
23865	1	0	Elsevier	Journal
23866	0	0	Edizioni Scientifiche Italiane	Journal
23868	0	0	Australian Pre-School Association	Journal
23869	0	0	National Society for Clean Air and Environmental Proctection	Journal
23870	1	0	Heldermann Verlag	Journal
23871	1	0	Springer nature	Journal
23872	1	0	Taylor & Francis	Journal
23873	0	0	ICR Publishers Ltd.	Journal
23874	1	0	Elsevier	Journal
23875	1	0	Springer nature	Journal
23876	1	0	International Press of Boston, Inc.	Journal
23877	1	0	Wolters Kluwer Health	Journal
23879	1	0	Springer nature	Journal
23880	1	1	Wiley-Blackwell	Journal
23881	1	0	H M P Communications	Journal
23882	1	0	Elsevier	Journal
23883	0	0	PRR Inc.	Journal
23884	1	0	Elsevier	Journal
23885	1	1	Academia Sinica	Journal
23886	0	0	Deutsche Gesellschaft fuer Moor-und Torkunde e.V.	Journal
23889	0	0	Universita degli Studi di Siena	Journal
23890	1	0	Wiley-Blackwell	Journal
23891	1	0	SAGE	Journal
23892	1	0	Springer nature	Journal
23893	1	0	Springer nature	Journal
23894	1	0	Elsevier	Journal
23895	1	0	Taylor & Francis	Journal
23896	1	0	Springer nature	Journal
23897	1	0	Elsevier	Journal
23898	1	0	Wiley-Blackwell	Journal
23899	1	0	Springer nature	Journal
23900	1	0	Wichtig Publishing	Journal
23901	1	0	Karger	Journal
23903	1	0	Medycyna Praktyczna Cholerzyn	Journal
23904	1	0	Media Sphera Publishing Group	Journal
23905	0	0	Senckenbergische Naturforschende Gesellschaft	Journal
23906	1	0	Scientific and Technical research Council of Turkey - TUBITAK/Turkiye Bilimsel ve Teknik Arastirma Kurumu	Journal
23908	1	0	International Scientific Communications, Inc.	Trade Journal
23909	1	0	Royal Society of Chemistry	Journal
23910	1	0	Walter de Gruyter	Journal
23911	1	0	Elsevier	Journal
23912	0	0	Victoria University of Technology	Journal
23913	1	0	Springer nature	Journal
23914	1	0	University of Waterloo	Journal
23915	1	0	American Chemical Society	Journal
23916	1	0	Elsevier	Journal
23917	1	0	IOS Press	Journal
23918	1	0	Springer nature	Journal
23919	1	0	Walter de Gruyter	Journal
23920	0	0	European Water Association	Journal
23921	1	0	World Scientific	Journal
23923	1	0	Science Press	Journal
23925	1	0	Taylor & Francis	Journal
23928	0	0	The Concrete Society	Trade Journal
23930	1	0	SAGE	Journal
23931	0	0	Hanley-Wood	Trade Journal
23932	1	0	Taylor & Francis	Journal
23933	1	0	Heldermann Verlag	Journal
23934	1	0	SAGE	Journal
23935	1	0	Elsevier	Journal
23936	1	0	Pleiades Publishing	Journal
23937	1	0	Cambridge University Press	Journal
23938	1	1	Perkin-Elmer Corp.	Journal
23940	1	0	Elsevier	Journal
23941	1	0	Springer nature	Journal
23942	1	0	Wiley-Blackwell	Journal
23944	1	0	Japan Society for Analytical Chemistry	Journal
23945	1	0	VDI Fachmedien GmBbH & Co.	Journal
23946	0	0	Edizioni Luigi Pozzi srl	Journal
23947	1	0	Elsevier	Journal
23948	1	0	Elsevier	Journal
23949	1	0	Edizioni Minerva Medica	Journal
23950	1	0	Elsevier	Journal
23951	0	0	Societe Zoologique de France	Journal
23952	1	0	SAGE	Journal
23953	1	0	Cambridge University Press	Journal
23954	1	0	Emerald	Journal
23955	0	0	Polskie Towarzystwo Chemiczne	Book Series
23958	1	0	Old City Publishing Inc.	Journal
23959	0	0	Izdatel'stvo Mashinostroenie	Trade Journal
23960	0	0	Rubikon Verlag	Journal
23961	1	0	Elsevier	Journal
23962	0	0	Mathematical Association of America	Journal
23963	1	0	Springer nature	Journal
23965	1	0	Academia Romana	Journal
23966	1	0	Springer nature	Journal
23967	0	0	Editions VB	Journal
23968	1	0	Elsevier	Journal
23969	1	0	SAGE	Journal
23971	1	0	Taylor & Francis	Journal
23972	1	0	Springer nature	Journal
23973	1	0	Taylor & Francis	Journal
23974	1	0	Cambridge University Press	Journal
23977	1	0	Inderscience Publishers	Journal
23978	1	0	Springer nature	Journal
23979	1	0	Wiley-Blackwell	Journal
23980	0	0	Springer nature	Journal
23981	0	0	Taylor & Francis	Book Series
