scopus_id	top_level_subject
27523	Health Sciences
27524	Physical Sciences
27525	Health Sciences
27526	Social Sciences
27527	Physical Sciences
27527	Social Sciences
27528	Health Sciences
27531	Physical Sciences
27532	Physical Sciences
27535	Physical Sciences
27536	Physical Sciences
27538	Physical Sciences
27539	Health Sciences
27540	Physical Sciences
27541	Physical Sciences
27542	Physical Sciences
27543	Physical Sciences
27544	Health Sciences
27545	Physical Sciences
27548	Health Sciences
27549	Physical Sciences
27550	Physical Sciences
27551	Physical Sciences
27552	Health Sciences
27553	Health Sciences
27554	Physical Sciences
27554	Social Sciences
27555	Health Sciences
27556	Health Sciences
27560	Physical Sciences
27562	Social Sciences
27563	Physical Sciences
27565	Health Sciences
27566	Health Sciences
27567	Physical Sciences
27568	Health Sciences
27569	Physical Sciences
27570	Health Sciences
27571	Physical Sciences
27572	Health Sciences
27573	Physical Sciences
27574	Social Sciences
27575	Health Sciences
27576	Physical Sciences
27578	Health Sciences
27579	Health Sciences
27580	Health Sciences
27581	Health Sciences
27583	Health Sciences
27584	Health Sciences
27585	Health Sciences
27588	Physical Sciences
27589	Health Sciences
27591	Health Sciences
27592	Health Sciences
27593	Social Sciences
27594	Physical Sciences
27595	Physical Sciences
27596	Health Sciences
27597	Social Sciences
27598	Health Sciences
27599	Health Sciences
27601	Health Sciences
27602	Physical Sciences
27603	Health Sciences
27604	Health Sciences
27605	Health Sciences
27607	Health Sciences
27608	Health Sciences
27609	Health Sciences
27610	Physical Sciences
27613	Physical Sciences
27613	Social Sciences
27614	Social Sciences
27618	Health Sciences
27618	Social Sciences
27619	Physical Sciences
27620	Health Sciences
27620	Social Sciences
27622	Health Sciences
27623	Health Sciences
27624	Health Sciences
27626	Health Sciences
27627	Health Sciences
27628	Health Sciences
27628	Social Sciences
27629	Health Sciences
27630	Health Sciences
27631	Physical Sciences
27632	Health Sciences
27634	Physical Sciences
27634	Social Sciences
27635	Social Sciences
27636	Physical Sciences
27637	Physical Sciences
27638	Social Sciences
27639	Physical Sciences
27639	Social Sciences
27640	Health Sciences
27641	Health Sciences
27642	Health Sciences
27643	Health Sciences
27644	Health Sciences
27645	Health Sciences
27647	Health Sciences
27648	Health Sciences
27649	Physical Sciences
27649	Social Sciences
27650	Physical Sciences
27650	Social Sciences
27652	Physical Sciences
27654	Health Sciences
27655	Health Sciences
27656	Physical Sciences
27656	Social Sciences
27657	Health Sciences
27658	Health Sciences
27659	Health Sciences
27660	Health Sciences
27661	Social Sciences
27662	Health Sciences
27663	Social Sciences
27665	Social Sciences
27666	Health Sciences
27667	Health Sciences
27669	Social Sciences
27672	Physical Sciences
27673	Health Sciences
27676	Physical Sciences
27676	Social Sciences
27677	Physical Sciences
27677	Social Sciences
27679	Physical Sciences
27679	Social Sciences
27681	Health Sciences
27682	Health Sciences
27684	Health Sciences
27685	Social Sciences
27686	Physical Sciences
27687	Physical Sciences
27688	Physical Sciences
27689	Health Sciences
27691	Physical Sciences
27691	Social Sciences
27693	Health Sciences
27694	Health Sciences
27696	Social Sciences
27699	Social Sciences
27701	Health Sciences
27702	Health Sciences
27703	Health Sciences
27707	Health Sciences
27708	Health Sciences
27710	Social Sciences
27711	Physical Sciences
27712	Health Sciences
27713	Health Sciences
27714	Health Sciences
27715	Health Sciences
27717	Health Sciences
27718	Health Sciences
27719	Health Sciences
27724	Physical Sciences
27726	Physical Sciences
27728	Health Sciences
27728	Physical Sciences
27728	Social Sciences
27729	Health Sciences
27730	Physical Sciences
27731	Social Sciences
27732	Physical Sciences
27733	Social Sciences
27735	Health Sciences
27736	Health Sciences
27737	Health Sciences
27739	Social Sciences
27741	Social Sciences
27743	Health Sciences
27744	Health Sciences
27746	Health Sciences
27748	Social Sciences
27749	Health Sciences
27750	Health Sciences
27753	Health Sciences
27754	Health Sciences
27755	Health Sciences
27755	Social Sciences
27756	Health Sciences
27760	Social Sciences
27761	Social Sciences
27763	Health Sciences
27764	Physical Sciences
27765	Health Sciences
27766	Health Sciences
27767	Health Sciences
27768	Health Sciences
27769	Health Sciences
27770	Health Sciences
27771	Health Sciences
27772	Social Sciences
27773	Physical Sciences
27774	Health Sciences
27775	Health Sciences
27777	Health Sciences
27777	Social Sciences
27778	Physical Sciences
27781	Physical Sciences
27782	Physical Sciences
27784	Physical Sciences
27785	Physical Sciences
27786	Physical Sciences
27787	Physical Sciences
27788	Physical Sciences
27789	Physical Sciences
27789	Social Sciences
27790	Physical Sciences
27792	Physical Sciences
27794	Health Sciences
27795	Health Sciences
27796	Health Sciences
27797	Physical Sciences
27798	Health Sciences
27800	Health Sciences
27801	Social Sciences
27803	Physical Sciences
27804	Physical Sciences
27805	Physical Sciences
27806	Physical Sciences
27807	Physical Sciences
27808	Physical Sciences
27809	Health Sciences
27810	Health Sciences
27811	Health Sciences
27812	Health Sciences
27813	Physical Sciences
27815	Physical Sciences
27817	Physical Sciences
27818	Health Sciences
27819	Health Sciences
27820	Health Sciences
27821	Health Sciences
27822	Health Sciences
27823	Health Sciences
27825	Health Sciences
27826	Health Sciences
27827	Physical Sciences
27828	Physical Sciences
27830	Physical Sciences
27833	Social Sciences
27836	Physical Sciences
27838	Social Sciences
27841	Physical Sciences
27842	Physical Sciences
27843	Physical Sciences
27845	Social Sciences
27846	Physical Sciences
27847	Physical Sciences
27848	Physical Sciences
27850	Physical Sciences
27851	Physical Sciences
27851	Social Sciences
27852	Physical Sciences
27852	Social Sciences
27853	Social Sciences
27854	Physical Sciences
27856	Physical Sciences
27857	Physical Sciences
27858	Physical Sciences
27859	Social Sciences
27860	Physical Sciences
27862	Physical Sciences
27865	Physical Sciences
27866	Physical Sciences
27867	Physical Sciences
27868	Physical Sciences
27869	Physical Sciences
27871	Physical Sciences
27872	Physical Sciences
27873	Physical Sciences
27875	Physical Sciences
27876	Physical Sciences
27877	Physical Sciences
27878	Physical Sciences
27878	Social Sciences
27879	Physical Sciences
27880	Physical Sciences
27881	Physical Sciences
27884	Physical Sciences
27885	Physical Sciences
27886	Physical Sciences
27887	Social Sciences
27888	Physical Sciences
27889	Social Sciences
27890	Social Sciences
27891	Physical Sciences
27894	Physical Sciences
27895	Physical Sciences
27896	Social Sciences
27898	Physical Sciences
27899	Physical Sciences
27900	Physical Sciences
27901	Health Sciences
27902	Health Sciences
27905	Physical Sciences
27906	Physical Sciences
27908	Physical Sciences
27910	Physical Sciences
27915	Physical Sciences
27919	Physical Sciences
27924	Health Sciences
27926	Physical Sciences
27927	Physical Sciences
27928	Physical Sciences
27928	Social Sciences
27930	Physical Sciences
27931	Physical Sciences
27931	Social Sciences
27932	Physical Sciences
27933	Health Sciences
27935	Health Sciences
27936	Social Sciences
27938	Social Sciences
27943	Physical Sciences
27944	Social Sciences
27945	Physical Sciences
27946	Physical Sciences
27947	Physical Sciences
27949	Social Sciences
27951	Physical Sciences
27952	Health Sciences
27953	Health Sciences
27955	Physical Sciences
27956	Physical Sciences
27957	Physical Sciences
27958	Health Sciences
27959	Physical Sciences
27961	Physical Sciences
27962	Physical Sciences
27963	Health Sciences
27964	Physical Sciences
27965	Physical Sciences
27967	Physical Sciences
27968	Physical Sciences
27969	Health Sciences
27970	Physical Sciences
27971	Physical Sciences
27974	Health Sciences
27975	Physical Sciences
27979	Social Sciences
27980	Social Sciences
27981	Health Sciences
27983	Health Sciences
27984	Health Sciences
27986	Social Sciences
27989	Physical Sciences
27989	Social Sciences
27990	Health Sciences
27992	Health Sciences
27993	Physical Sciences
27994	Health Sciences
27995	Health Sciences
27997	Health Sciences
27999	Physical Sciences
28001	Health Sciences
28002	Health Sciences
28003	Health Sciences
28004	Health Sciences
28005	Physical Sciences
28006	Health Sciences
28007	Social Sciences
28008	Physical Sciences
28009	Health Sciences
28010	Health Sciences
28011	Social Sciences
28013	Health Sciences
28015	Social Sciences
28016	Physical Sciences
28017	Physical Sciences
28018	Health Sciences
28019	Health Sciences
28020	Physical Sciences
28021	Health Sciences
28023	Health Sciences
28025	Health Sciences
28027	Physical Sciences
28029	Health Sciences
28030	Physical Sciences
28031	Physical Sciences
28032	Health Sciences
28033	Health Sciences
28034	Social Sciences
28036	Physical Sciences
28038	Physical Sciences
28038	Social Sciences
28040	Physical Sciences
28040	Social Sciences
28041	Physical Sciences
28042	Physical Sciences
28042	Social Sciences
28043	Physical Sciences
28044	Physical Sciences
28046	Physical Sciences
28047	Health Sciences
28048	Physical Sciences
28049	Physical Sciences
28050	Health Sciences
28052	Health Sciences
28053	Physical Sciences
28054	Health Sciences
28055	Health Sciences
28056	Physical Sciences
28057	Health Sciences
28060	Physical Sciences
28062	Social Sciences
28063	Health Sciences
28064	Physical Sciences
28065	Physical Sciences
28066	Physical Sciences
28066	Social Sciences
28067	Physical Sciences
28068	Physical Sciences
28070	Physical Sciences
28071	Health Sciences
28072	Health Sciences
28073	Physical Sciences
28074	Physical Sciences
28075	Physical Sciences
28077	Physical Sciences
28078	Physical Sciences
28079	Health Sciences
28080	Health Sciences
28080	Social Sciences
28082	Social Sciences
28085	Health Sciences
28087	Physical Sciences
28087	Social Sciences
28088	Physical Sciences
28088	Social Sciences
28089	Health Sciences
28090	Health Sciences
28092	Social Sciences
28093	Health Sciences
28094	Social Sciences
28096	Social Sciences
28097	Health Sciences
28098	Health Sciences
28099	Health Sciences
28099	Social Sciences
28100	Health Sciences
28100	Social Sciences
28104	Physical Sciences
28105	Physical Sciences
28105	Social Sciences
28107	Social Sciences
28109	Physical Sciences
28109	Social Sciences
28110	Health Sciences
28111	Health Sciences
28112	Health Sciences
28114	Physical Sciences
28115	Physical Sciences
28116	Health Sciences
28117	Physical Sciences
28119	Physical Sciences
28120	Health Sciences
28122	Health Sciences
28122	Social Sciences
28123	Health Sciences
28124	Physical Sciences
28124	Social Sciences
28125	Health Sciences
28126	Health Sciences
28127	Health Sciences
28128	Health Sciences
28129	Physical Sciences
28130	Physical Sciences
28132	Physical Sciences
28134	Physical Sciences
28135	Health Sciences
28136	Physical Sciences
28137	Health Sciences
28138	Health Sciences
28139	Physical Sciences
28140	Health Sciences
28141	Social Sciences
28142	Health Sciences
28143	Health Sciences
28145	Health Sciences
28146	Health Sciences
28147	Physical Sciences
28148	Social Sciences
28149	Social Sciences
28151	Health Sciences
28154	Physical Sciences
28154	Social Sciences
28155	Health Sciences
28156	Social Sciences
28157	Health Sciences
28158	Physical Sciences
28159	Health Sciences
28160	Health Sciences
28161	Health Sciences
28162	Health Sciences
28162	Social Sciences
28163	Health Sciences
28164	Health Sciences
28167	Health Sciences
28168	Social Sciences
28169	Health Sciences
28170	Social Sciences
28171	Health Sciences
28172	Health Sciences
28174	Health Sciences
28175	Physical Sciences
28177	Health Sciences
28178	Health Sciences
28179	Social Sciences
28180	Social Sciences
28181	Social Sciences
28182	Health Sciences
28183	Health Sciences
28183	Social Sciences
28185	Health Sciences
28186	Health Sciences
28188	Social Sciences
28189	Health Sciences
28190	Health Sciences
28191	Health Sciences
28193	Health Sciences
28194	Health Sciences
28195	Physical Sciences
28196	Social Sciences
28197	Physical Sciences
28197	Social Sciences
28199	Health Sciences
28200	Physical Sciences
28201	Health Sciences
28201	Physical Sciences
28202	Health Sciences
28203	Health Sciences
28203	Physical Sciences
28204	Health Sciences
28205	Health Sciences
28206	Health Sciences
28207	Health Sciences
28208	Health Sciences
28211	Health Sciences
28212	Health Sciences
28214	Health Sciences
28215	Health Sciences
28215	Social Sciences
28216	Physical Sciences
28216	Social Sciences
28218	Physical Sciences
28221	Health Sciences
28222	Health Sciences
28223	Health Sciences
28224	Health Sciences
28225	Health Sciences
28227	Social Sciences
28229	Health Sciences
28232	Health Sciences
28233	Health Sciences
28234	Health Sciences
28236	Health Sciences
28237	Health Sciences
28238	Health Sciences
28239	Health Sciences
28240	Health Sciences
28241	Health Sciences
28242	Health Sciences
28243	Health Sciences
28244	Health Sciences
28245	Physical Sciences
28246	Physical Sciences
28247	Health Sciences
28248	Health Sciences
28249	Health Sciences
28250	Health Sciences
28251	Health Sciences
28252	Health Sciences
28253	Health Sciences
28254	Health Sciences
28255	Health Sciences
28256	Social Sciences
28257	Health Sciences
28260	Health Sciences
28261	Physical Sciences
28262	Health Sciences
28263	Health Sciences
28264	Health Sciences
28265	Health Sciences
28269	Health Sciences
28273	Health Sciences
28274	Health Sciences
28275	Health Sciences
28279	Health Sciences
28280	Health Sciences
28281	Health Sciences
28282	Health Sciences
28283	Health Sciences
28284	Health Sciences
28287	Health Sciences
28288	Health Sciences
28289	Health Sciences
28291	Health Sciences
28292	Health Sciences
28293	Health Sciences
28295	Social Sciences
28296	Social Sciences
28297	Health Sciences
28298	Health Sciences
28299	Health Sciences
28300	Health Sciences
28301	Health Sciences
28302	Health Sciences
28303	Health Sciences
28304	Social Sciences
28306	Health Sciences
28308	Health Sciences
28309	Health Sciences
28310	Health Sciences
28311	Health Sciences
28312	Social Sciences
28313	Social Sciences
28315	Health Sciences
28317	Health Sciences
28318	Health Sciences
28319	Health Sciences
28320	Social Sciences
28322	Physical Sciences
28323	Social Sciences
28324	Social Sciences
28325	Physical Sciences
28326	Health Sciences
28327	Health Sciences
28328	Health Sciences
28329	Health Sciences
28330	Health Sciences
28332	Health Sciences
28333	Physical Sciences
28334	Physical Sciences
28336	Physical Sciences
28336	Social Sciences
28337	Physical Sciences
28338	Physical Sciences
28339	Physical Sciences
28340	Physical Sciences
28340	Social Sciences
28341	Physical Sciences
28342	Physical Sciences
28343	Physical Sciences
28344	Physical Sciences
28345	Physical Sciences
28346	Health Sciences
28347	Physical Sciences
28348	Health Sciences
28349	Health Sciences
28350	Health Sciences
28351	Health Sciences
28352	Physical Sciences
28354	Physical Sciences
28355	Physical Sciences
28357	Physical Sciences
28359	Physical Sciences
28360	Physical Sciences
28361	Physical Sciences
28362	Physical Sciences
28363	Physical Sciences
28365	Health Sciences
28366	Health Sciences
28367	Health Sciences
28368	Health Sciences
28369	Health Sciences
28370	Health Sciences
28371	Health Sciences
28373	Health Sciences
28374	Physical Sciences
28375	Physical Sciences
28376	Physical Sciences
28377	Physical Sciences
28379	Physical Sciences
28380	Physical Sciences
28381	Social Sciences
28382	Health Sciences
28383	Health Sciences
28385	Health Sciences
28385	Physical Sciences
28386	Health Sciences
28387	Health Sciences
28388	Physical Sciences
28389	Physical Sciences
28389	Social Sciences
28390	Social Sciences
28391	Social Sciences
28392	Social Sciences
28395	Physical Sciences
28396	Social Sciences
28398	Physical Sciences
28399	Physical Sciences
28400	Social Sciences
28401	Social Sciences
28404	Social Sciences
28405	Physical Sciences
28406	Physical Sciences
28407	Social Sciences
28408	Social Sciences
28409	Physical Sciences
28411	Physical Sciences
28411	Social Sciences
28412	Physical Sciences
28413	Physical Sciences
28414	Physical Sciences
28415	Physical Sciences
28416	Physical Sciences
28417	Physical Sciences
28418	Social Sciences
28419	Social Sciences
28420	Physical Sciences
28421	Physical Sciences
28422	Physical Sciences
28423	Physical Sciences
28424	Physical Sciences
28425	Physical Sciences
28426	Physical Sciences
28426	Social Sciences
28427	Physical Sciences
28428	Physical Sciences
28430	Physical Sciences
28432	Physical Sciences
28435	Physical Sciences
28436	Physical Sciences
28437	Physical Sciences
28438	Physical Sciences
28439	Physical Sciences
28440	Social Sciences
28441	Physical Sciences
28442	Health Sciences
28443	Physical Sciences
28444	Physical Sciences
28446	Social Sciences
28447	Physical Sciences
28448	Physical Sciences
28449	Physical Sciences
28450	Physical Sciences
28451	Physical Sciences
28453	Physical Sciences
28453	Social Sciences
28454	Physical Sciences
28455	Physical Sciences
28456	Physical Sciences
28457	Physical Sciences
28458	Physical Sciences
28459	Physical Sciences
28460	Physical Sciences
28461	Physical Sciences
28462	Physical Sciences
28463	Health Sciences
28464	Social Sciences
28465	Social Sciences
28466	Social Sciences
28467	Social Sciences
28468	Physical Sciences
28469	Physical Sciences
28470	Physical Sciences
28471	Health Sciences
28471	Social Sciences
28472	Physical Sciences
28473	Social Sciences
28474	Physical Sciences
28476	Physical Sciences
28477	Physical Sciences
28478	Health Sciences
28479	Physical Sciences
28480	Physical Sciences
28481	Physical Sciences
28482	Health Sciences
28483	Health Sciences
28485	Health Sciences
28486	Health Sciences
28487	Social Sciences
28488	Social Sciences
28489	Social Sciences
28490	Social Sciences
28491	Social Sciences
28492	Physical Sciences
28494	Physical Sciences
28495	Physical Sciences
28496	Health Sciences
28497	Physical Sciences
28498	Physical Sciences
28499	Physical Sciences
28500	Physical Sciences
28501	Physical Sciences
28502	Physical Sciences
28503	Physical Sciences
28507	Social Sciences
28509	Social Sciences
28510	Social Sciences
28511	Physical Sciences
28512	Physical Sciences
28513	Physical Sciences
28514	Health Sciences
28515	Physical Sciences
28516	Physical Sciences
28517	Physical Sciences
28518	Health Sciences
28519	Health Sciences
28520	Physical Sciences
28521	Physical Sciences
28522	Physical Sciences
28523	Physical Sciences
28523	Social Sciences
28524	Social Sciences
28525	Physical Sciences
28526	Physical Sciences
28527	Social Sciences
28528	Social Sciences
28529	Physical Sciences
28531	Physical Sciences
28532	Physical Sciences
28533	Health Sciences
28533	Social Sciences
28534	Health Sciences
28535	Physical Sciences
28536	Physical Sciences
28537	Health Sciences
28538	Physical Sciences
28539	Health Sciences
28539	Social Sciences
28540	Physical Sciences
28541	Health Sciences
28541	Social Sciences
28542	Physical Sciences
28544	Physical Sciences
28545	Physical Sciences
28546	Physical Sciences
28547	Physical Sciences
28548	Health Sciences
28549	Physical Sciences
28550	Physical Sciences
28551	Physical Sciences
28552	Social Sciences
28553	Health Sciences
28554	Physical Sciences
28555	Health Sciences
28556	Physical Sciences
28556	Social Sciences
28557	Health Sciences
28558	Health Sciences
28559	Health Sciences
28560	Physical Sciences
28561	Social Sciences
28563	Health Sciences
28564	Physical Sciences
28565	Physical Sciences
28566	Health Sciences
28567	Physical Sciences
28568	Physical Sciences
28569	Health Sciences
28570	Physical Sciences
28571	Health Sciences
28572	Physical Sciences
28573	Social Sciences
28574	Physical Sciences
28575	Physical Sciences
28577	Health Sciences
28578	Physical Sciences
28579	Physical Sciences
28580	Physical Sciences
28581	Social Sciences
28582	Health Sciences
28583	Physical Sciences
28585	Physical Sciences
28586	Physical Sciences
28587	Physical Sciences
28588	Physical Sciences
28589	Physical Sciences
28589	Social Sciences
28590	Physical Sciences
28591	Physical Sciences
28592	Physical Sciences
28593	Physical Sciences
28594	Health Sciences
28595	Physical Sciences
28596	Physical Sciences
28597	Physical Sciences
28598	Health Sciences
28598	Physical Sciences
28599	Physical Sciences
28600	Physical Sciences
28601	Physical Sciences
28604	Physical Sciences
28605	Health Sciences
28607	Health Sciences
28609	Social Sciences
28610	Physical Sciences
28611	Social Sciences
28612	Health Sciences
28612	Social Sciences
28615	Health Sciences
28616	Health Sciences
28617	Physical Sciences
28618	Health Sciences
28619	Health Sciences
28621	Physical Sciences
28622	Health Sciences
28623	Physical Sciences
28624	Health Sciences
28625	Social Sciences
28626	Health Sciences
28627	Physical Sciences
28627	Social Sciences
28629	Physical Sciences
28629	Social Sciences
28630	Physical Sciences
28630	Social Sciences
28631	Health Sciences
28632	Health Sciences
28632	Physical Sciences
28632	Social Sciences
28633	Physical Sciences
28634	Social Sciences
28635	Physical Sciences
28636	Health Sciences
28636	Physical Sciences
28637	Physical Sciences
28640	Health Sciences
28642	Physical Sciences
28643	Health Sciences
28645	Health Sciences
28646	Health Sciences
28647	Health Sciences
28648	Social Sciences
28650	Health Sciences
28652	Health Sciences
28652	Social Sciences
28653	Health Sciences
28654	Health Sciences
28655	Physical Sciences
28655	Social Sciences
28656	Physical Sciences
28656	Social Sciences
28657	Health Sciences
28661	Physical Sciences
28662	Physical Sciences
28663	Physical Sciences
28664	Physical Sciences
28665	Health Sciences
28667	Physical Sciences
28667	Social Sciences
28668	Health Sciences
28671	Physical Sciences
28671	Social Sciences
28672	Physical Sciences
28672	Social Sciences
28673	Health Sciences
28673	Social Sciences
28674	Health Sciences
28675	Health Sciences
28677	Physical Sciences
28678	Health Sciences
28679	Health Sciences
28680	Health Sciences
28682	Health Sciences
28684	Health Sciences
28685	Physical Sciences
28686	Social Sciences
28687	Physical Sciences
28689	Health Sciences
28690	Health Sciences
28691	Health Sciences
28692	Social Sciences
28693	Physical Sciences
28693	Social Sciences
28694	Physical Sciences
28694	Social Sciences
28697	Physical Sciences
28701	Physical Sciences
28702	Health Sciences
28703	Physical Sciences
28704	Physical Sciences
28705	Health Sciences
28708	Social Sciences
28709	Health Sciences
28710	Social Sciences
28711	Health Sciences
28715	Social Sciences
28716	Health Sciences
28717	Health Sciences
28717	Social Sciences
28720	Physical Sciences
28721	Physical Sciences
28722	Physical Sciences
28723	Health Sciences
28724	Physical Sciences
28725	Health Sciences
28727	Health Sciences
28728	Health Sciences
28729	Health Sciences
28731	Health Sciences
28732	Health Sciences
28735	Social Sciences
28736	Physical Sciences
28737	Social Sciences
28738	Social Sciences
28739	Health Sciences
28742	Health Sciences
28745	Health Sciences
28747	Health Sciences
28748	Health Sciences
28749	Health Sciences
28750	Health Sciences
28751	Social Sciences
28752	Health Sciences
28753	Health Sciences
28755	Health Sciences
28756	Physical Sciences
28756	Social Sciences
28757	Physical Sciences
28757	Social Sciences
28758	Physical Sciences
28758	Social Sciences
28759	Physical Sciences
28759	Social Sciences
28761	Health Sciences
28762	Health Sciences
28763	Health Sciences
28764	Health Sciences
28765	Health Sciences
28766	Health Sciences
28767	Health Sciences
28768	Health Sciences
28769	Health Sciences
28770	Health Sciences
28771	Health Sciences
28772	Social Sciences
28773	Health Sciences
28775	Social Sciences
28776	Health Sciences
28778	Health Sciences
28780	Health Sciences
28781	Health Sciences
28782	Health Sciences
28784	Health Sciences
28785	Health Sciences
28786	Health Sciences
28787	Health Sciences
28791	Health Sciences
28792	Health Sciences
28794	Health Sciences
28795	Physical Sciences
28796	Health Sciences
28797	Physical Sciences
28799	Physical Sciences
28800	Physical Sciences
28801	Physical Sciences
28802	Physical Sciences
28802	Social Sciences
28805	Health Sciences
28805	Social Sciences
28806	Health Sciences
28806	Social Sciences
28807	Physical Sciences
28808	Physical Sciences
28809	Health Sciences
28810	Physical Sciences
28811	Social Sciences
28812	Health Sciences
28812	Social Sciences
28813	Health Sciences
28814	Health Sciences
28815	Health Sciences
28818	Health Sciences
28819	Health Sciences
28821	Social Sciences
28824	Physical Sciences
28825	Physical Sciences
28826	Health Sciences
28827	Health Sciences
28828	Health Sciences
28829	Health Sciences
28830	Social Sciences
28831	Social Sciences
28832	Health Sciences
28835	Health Sciences
28835	Social Sciences
28836	Health Sciences
28837	Health Sciences
28838	Health Sciences
28839	Health Sciences
28840	Social Sciences
28841	Physical Sciences
28842	Physical Sciences
28843	Physical Sciences
28844	Social Sciences
28845	Health Sciences
28846	Health Sciences
28846	Social Sciences
28847	Health Sciences
28848	Health Sciences
28849	Health Sciences
28850	Health Sciences
28852	Health Sciences
28854	Social Sciences
28857	Social Sciences
28858	Physical Sciences
28859	Social Sciences
28860	Social Sciences
28861	Health Sciences
28861	Physical Sciences
28862	Social Sciences
28865	Social Sciences
28866	Physical Sciences
28867	Physical Sciences
28868	Physical Sciences
28870	Social Sciences
28872	Physical Sciences
28873	Social Sciences
28874	Social Sciences
28875	Physical Sciences
28877	Health Sciences
28878	Physical Sciences
28879	Social Sciences
28883	Social Sciences
28885	Physical Sciences
28887	Physical Sciences
28887	Social Sciences
28888	Physical Sciences
28888	Social Sciences
28889	Social Sciences
28892	Physical Sciences
28893	Physical Sciences
28893	Social Sciences
28894	Physical Sciences
28894	Social Sciences
28895	Physical Sciences
28898	Physical Sciences
28898	Social Sciences
28899	Physical Sciences
28900	Social Sciences
28901	Physical Sciences
28902	Social Sciences
28903	Physical Sciences
28903	Social Sciences
28907	Physical Sciences
28909	Physical Sciences
28910	Physical Sciences
28910	Social Sciences
28911	Social Sciences
28912	Physical Sciences
28912	Social Sciences
28914	Physical Sciences
28915	Physical Sciences
28916	Physical Sciences
28916	Social Sciences
28917	Social Sciences
28918	Physical Sciences
28919	Social Sciences
28920	Physical Sciences
28921	Physical Sciences
28922	Social Sciences
28923	Physical Sciences
28924	Physical Sciences
28925	Physical Sciences
28925	Social Sciences
28926	Physical Sciences
28928	Health Sciences
28929	Physical Sciences
28930	Physical Sciences
28930	Social Sciences
28931	Physical Sciences
28933	Social Sciences
28935	Social Sciences
28938	Physical Sciences
28939	Physical Sciences
28941	Physical Sciences
28942	Physical Sciences
28943	Physical Sciences
28944	Physical Sciences
28945	Social Sciences
28946	Physical Sciences
28947	Physical Sciences
28950	Physical Sciences
28951	Physical Sciences
28951	Social Sciences
28952	Social Sciences
28953	Social Sciences
28955	Social Sciences
28956	Social Sciences
28957	Social Sciences
28958	Physical Sciences
28960	Physical Sciences
28964	Social Sciences
28965	Physical Sciences
28965	Social Sciences
28967	Physical Sciences
28968	Physical Sciences
28969	Physical Sciences
28970	Social Sciences
28971	Physical Sciences
28972	Social Sciences
28973	Physical Sciences
28973	Social Sciences
28974	Physical Sciences
28976	Physical Sciences
28976	Social Sciences
28977	Physical Sciences
28978	Social Sciences
28979	Social Sciences
28980	Social Sciences
28981	Social Sciences
28982	Physical Sciences
28983	Physical Sciences
28984	Physical Sciences
28985	Physical Sciences
28986	Physical Sciences
28987	Physical Sciences
28988	Social Sciences
28989	Physical Sciences
28990	Physical Sciences
28991	Physical Sciences
28992	Social Sciences
28994	Social Sciences
28996	Social Sciences
28997	Social Sciences
28998	Social Sciences
28999	Physical Sciences
28999	Social Sciences
29000	Physical Sciences
29001	Health Sciences
29004	Physical Sciences
29005	Social Sciences
29006	Physical Sciences
29007	Physical Sciences
29008	Social Sciences
29009	Social Sciences
29010	Social Sciences
29011	Social Sciences
29012	Physical Sciences
29013	Social Sciences
29017	Physical Sciences
29018	Physical Sciences
29020	Social Sciences
29021	Physical Sciences
29022	Health Sciences
29022	Social Sciences
29024	Health Sciences
29025	Health Sciences
29026	Social Sciences
29027	Physical Sciences
29028	Physical Sciences
29029	Physical Sciences
29030	Physical Sciences
29032	Social Sciences
29034	Physical Sciences
29035	Social Sciences
29037	Health Sciences
29038	Physical Sciences
29039	Health Sciences
29040	Physical Sciences
29041	Health Sciences
29042	Physical Sciences
29043	Health Sciences
29044	Physical Sciences
29045	Physical Sciences
29047	Physical Sciences
29049	Physical Sciences
29052	Physical Sciences
29053	Physical Sciences
29055	Physical Sciences
29058	Health Sciences
29060	Health Sciences
29063	Physical Sciences
29064	Physical Sciences
29064	Social Sciences
29065	Health Sciences
29066	Physical Sciences
29067	Physical Sciences
29068	Physical Sciences
29070	Health Sciences
29071	Health Sciences
29072	Health Sciences
29072	Social Sciences
29073	Health Sciences
29074	Health Sciences
29075	Health Sciences
29075	Social Sciences
29076	Physical Sciences
29077	Health Sciences
29079	Physical Sciences
29080	Physical Sciences
29082	Physical Sciences
29083	Physical Sciences
29084	Physical Sciences
29084	Social Sciences
29085	Physical Sciences
29086	Physical Sciences
29087	Physical Sciences
29088	Physical Sciences
29089	Physical Sciences
29090	Physical Sciences
29092	Physical Sciences
29093	Health Sciences
29094	Health Sciences
29095	Health Sciences
29097	Health Sciences
29098	Physical Sciences
29099	Health Sciences
29100	Health Sciences
29101	Health Sciences
29102	Health Sciences
29102	Social Sciences
29103	Physical Sciences
29104	Social Sciences
29105	Social Sciences
29106	Physical Sciences
29107	Health Sciences
29108	Physical Sciences
29109	Physical Sciences
29110	Physical Sciences
29111	Health Sciences
29112	Physical Sciences
29113	Social Sciences
29114	Physical Sciences
29114	Social Sciences
29115	Physical Sciences
29118	Physical Sciences
29119	Physical Sciences
29120	Physical Sciences
29121	Physical Sciences
29122	Physical Sciences
29124	Health Sciences
29126	Health Sciences
29128	Social Sciences
29130	Social Sciences
29131	Health Sciences
29134	Health Sciences
29137	Physical Sciences
29138	Health Sciences
29139	Social Sciences
29140	Physical Sciences
29142	Physical Sciences
