scopus_id	top_level_subject
5200152834	Health Sciences
5200152836	Physical Sciences
5200152837	Health Sciences
5200152837	Social Sciences
5200152838	Health Sciences
5200152840	Health Sciences
5200152841	Health Sciences
5200152843	Health Sciences
5200152844	Health Sciences
5200153010	Health Sciences
5200153016	Health Sciences
5200153018	Health Sciences
5200153053	Health Sciences
5200153101	Physical Sciences
5200153101	Social Sciences
5200153102	Health Sciences
5200153105	Health Sciences
5200153107	Social Sciences
5200153109	Physical Sciences
5200153111	Physical Sciences
5200153112	Social Sciences
5200153123	Physical Sciences
5300152202	Physical Sciences
5300152203	Physical Sciences
5300152204	Physical Sciences
5300152205	Physical Sciences
5300152206	Health Sciences
5300152207	Health Sciences
5300152209	Social Sciences
5300152212	Physical Sciences
5300152215	Health Sciences
5300152224	Physical Sciences
5300152225	Social Sciences
5300152228	Health Sciences
5300152229	Physical Sciences
5300152233	Health Sciences
5300152234	Physical Sciences
5300152236	Physical Sciences
5300152513	Physical Sciences
5300152517	Health Sciences
5300152518	Physical Sciences
5300152520	Social Sciences
5300152523	Physical Sciences
5300152528	Physical Sciences
5300152529	Physical Sciences
5300152530	Social Sciences
5300152531	Social Sciences
5300152533	Social Sciences
5300152535	Health Sciences
5300152536	Physical Sciences
5300152604	Health Sciences
5300152608	Social Sciences
5300152610	Physical Sciences
5300152611	Health Sciences
5300152612	Physical Sciences
5300152614	Physical Sciences
5300152615	Health Sciences
5300152615	Social Sciences
5300152701	Health Sciences
5300152702	Health Sciences
5300152703	Physical Sciences
5300152704	Health Sciences
5300152704	Social Sciences
5300152705	Health Sciences
5300152706	Health Sciences
5300152717	Social Sciences
5300152720	Physical Sciences
5300152722	Physical Sciences
5300152723	Social Sciences
5300152724	Physical Sciences
5300152725	Health Sciences
5300152728	Health Sciences
5300152729	Health Sciences
5300152733	Health Sciences
5400152601	Health Sciences
5400152602	Social Sciences
5400152617	Physical Sciences
5400152620	Health Sciences
5400152621	Physical Sciences
5400152621	Social Sciences
5400152622	Physical Sciences
5400152623	Health Sciences
5400152633	Health Sciences
5400152634	Physical Sciences
5400152636	Physical Sciences
5400152637	Health Sciences
5400152639	Physical Sciences
5400152639	Social Sciences
5400152640	Physical Sciences
5400152641	Health Sciences
5400152642	Health Sciences
5400152644	Health Sciences
5400152645	Health Sciences
5400152646	Physical Sciences
5400152651	Health Sciences
5400152652	Physical Sciences
5400152652	Social Sciences
5400152653	Physical Sciences
5400152653	Social Sciences
5400152654	Social Sciences
5400152655	Health Sciences
5400152656	Physical Sciences
5400152702	Social Sciences
5400152703	Health Sciences
5400152704	Health Sciences
5400152706	Physical Sciences
5400152707	Physical Sciences
5400152708	Physical Sciences
5400152709	Physical Sciences
5400152709	Social Sciences
5400152710	Social Sciences
5400152711	Physical Sciences
5400152712	Physical Sciences
5400152713	Physical Sciences
5400152714	Physical Sciences
5600152701	Physical Sciences
5600152703	Social Sciences
5600152714	Physical Sciences
5600152801	Health Sciences
5600152802	Social Sciences
5600152806	Physical Sciences
5600152807	Health Sciences
5600152808	Social Sciences
5600152809	Physical Sciences
5600152813	Social Sciences
5600152814	Social Sciences
5600152815	Social Sciences
5600152816	Physical Sciences
5600152817	Social Sciences
5600152819	Physical Sciences
5600152864	Social Sciences
5600152865	Social Sciences
5600152866	Social Sciences
5600152867	Social Sciences
5600152869	Social Sciences
5600152870	Social Sciences
5600152871	Social Sciences
5600152872	Social Sciences
5600152873	Social Sciences
5600152875	Social Sciences
5600152877	Social Sciences
5600152880	Social Sciences
5600152881	Social Sciences
5600152882	Social Sciences
5600152888	Health Sciences
5600152888	Social Sciences
5600152890	Social Sciences
5600152899	Social Sciences
5600152902	Health Sciences
5600152902	Social Sciences
5600152903	Social Sciences
5600152906	Social Sciences
5600152907	Social Sciences
5600152909	Social Sciences
5600152919	Social Sciences
5600152922	Social Sciences
5600152925	Social Sciences
5600152936	Social Sciences
5600152947	Social Sciences
5600152949	Social Sciences
5600152954	Social Sciences
5600152957	Social Sciences
5600152960	Social Sciences
5600152962	Social Sciences
5600152964	Social Sciences
5600152968	Social Sciences
5600152970	Social Sciences
5600152972	Health Sciences
5600152973	Social Sciences
5600152978	Social Sciences
5600152983	Social Sciences
5600152992	Social Sciences
5600153103	Social Sciences
5600153105	Social Sciences
5600153107	Health Sciences
5600153107	Social Sciences
5600153108	Social Sciences
5600153109	Social Sciences
5600153110	Social Sciences
5600153115	Physical Sciences
5600153115	Social Sciences
5600153131	Social Sciences
5600153133	Social Sciences
5600153136	Social Sciences
5600153144	Social Sciences
5600153154	Health Sciences
5600153154	Social Sciences
5600153156	Social Sciences
5600153158	Social Sciences
5600153161	Social Sciences
5600153163	Social Sciences
5600153164	Social Sciences
5600153192	Social Sciences
5600153196	Social Sciences
5600153203	Health Sciences
5600153203	Physical Sciences
5600153203	Social Sciences
5600153207	Social Sciences
5600153211	Social Sciences
5600153212	Social Sciences
5600153217	Social Sciences
5600153223	Social Sciences
5600153226	Social Sciences
5600153227	Health Sciences
5600153227	Social Sciences
5600153242	Social Sciences
5600153252	Social Sciences
5600153254	Social Sciences
5600153334	Social Sciences
5600153346	Social Sciences
5600153348	Social Sciences
5600153350	Social Sciences
5600153356	Social Sciences
5600153363	Social Sciences
5600153364	Social Sciences
5600153382	Social Sciences
5600153387	Social Sciences
5600153391	Social Sciences
5600153393	Health Sciences
5600153393	Social Sciences
5600153394	Social Sciences
5600153399	Social Sciences
5600153400	Social Sciences
5600153402	Physical Sciences
5600153402	Social Sciences
5600153477	Social Sciences
5600153488	Social Sciences
5600153491	Social Sciences
5600153495	Social Sciences
5600153502	Social Sciences
5600153503	Social Sciences
5600153506	Social Sciences
5600153514	Social Sciences
5600153515	Social Sciences
5600153516	Social Sciences
5600153585	Social Sciences
5600153617	Health Sciences
5600153617	Social Sciences
5600153618	Social Sciences
5600153629	Social Sciences
5600153635	Social Sciences
5600153637	Social Sciences
5600153659	Social Sciences
5600153669	Physical Sciences
5600153669	Social Sciences
5600153675	Social Sciences
5600153816	Social Sciences
5600153821	Social Sciences
5600153926	Social Sciences
5600153930	Social Sciences
5600153974	Social Sciences
5600153982	Social Sciences
5600153995	Social Sciences
5600153996	Social Sciences
5600154056	Social Sciences
5600154142	Social Sciences
5600154145	Social Sciences
5600154152	Social Sciences
5600154213	Social Sciences
5600154339	Social Sciences
5600154341	Health Sciences
5600154341	Social Sciences
5600154343	Health Sciences
5600154343	Social Sciences
5600154403	Social Sciences
5600154423	Social Sciences
5600154732	Social Sciences
5600155004	Social Sciences
5600155013	Social Sciences
5600155017	Social Sciences
5600155020	Social Sciences
5600155022	Social Sciences
5600155023	Social Sciences
5600155030	Physical Sciences
5600155030	Social Sciences
5600155035	Social Sciences
5600155041	Health Sciences
5600155041	Social Sciences
5600155048	Social Sciences
5600155054	Social Sciences
5600155055	Social Sciences
5600155075	Social Sciences
5600155076	Physical Sciences
5600155076	Social Sciences
5600155080	Social Sciences
5600155082	Social Sciences
5600155086	Social Sciences
5600155088	Social Sciences
5600155094	Health Sciences
5600155094	Social Sciences
5600155095	Health Sciences
5600155101	Social Sciences
5600155103	Social Sciences
5600155104	Social Sciences
5600155107	Social Sciences
5600155187	Physical Sciences
5600155187	Social Sciences
5600155191	Social Sciences
5600155201	Social Sciences
5600155209	Social Sciences
5600155210	Social Sciences
5600155211	Social Sciences
5600155212	Social Sciences
5600155213	Social Sciences
5600155214	Social Sciences
5600155215	Social Sciences
5600155256	Social Sciences
5600155262	Social Sciences
5600155275	Social Sciences
5600155280	Social Sciences
5600155284	Social Sciences
5600155292	Social Sciences
5600155293	Social Sciences
5600155298	Social Sciences
5600155299	Social Sciences
5600155308	Health Sciences
5600155308	Social Sciences
5600155317	Social Sciences
5600155405	Social Sciences
5600155441	Physical Sciences
5600155441	Social Sciences
5600155448	Social Sciences
5600155499	Social Sciences
5600155504	Social Sciences
5600155520	Social Sciences
5600155537	Social Sciences
5600155551	Social Sciences
5600155552	Social Sciences
5600155553	Social Sciences
5600155554	Social Sciences
5600155562	Social Sciences
5600155586	Social Sciences
5600155625	Social Sciences
5600155637	Social Sciences
5600155642	Social Sciences
5600155667	Social Sciences
5600155894	Social Sciences
5600155948	Social Sciences
5600155969	Social Sciences
5600156022	Social Sciences
5600156029	Social Sciences
5600156163	Social Sciences
5600156254	Social Sciences
5600156255	Social Sciences
5600156482	Social Sciences
5600156484	Social Sciences
5600156543	Social Sciences
5600156553	Social Sciences
5600156554	Social Sciences
5600156595	Social Sciences
5600156706	Social Sciences
5600156880	Social Sciences
5600156881	Social Sciences
5600156898	Social Sciences
5600157032	Social Sciences
5600157612	Physical Sciences
5600157614	Physical Sciences
5600157615	Health Sciences
5600157616	Social Sciences
5600157617	Social Sciences
5600157619	Health Sciences
5600157637	Social Sciences
5600157640	Physical Sciences
5600157642	Social Sciences
5600157643	Physical Sciences
5700152710	Social Sciences
5700152725	Social Sciences
5700152760	Social Sciences
5700152813	Social Sciences
5700152854	Social Sciences
5700152857	Social Sciences
5700152892	Social Sciences
5700152915	Social Sciences
5700152989	Social Sciences
5700153194	Social Sciences
5700153276	Social Sciences
5700153334	Social Sciences
5700153364	Social Sciences
5700153385	Social Sciences
5700153410	Social Sciences
5700153422	Social Sciences
5700153460	Social Sciences
5700153461	Social Sciences
5700153591	Social Sciences
5700153643	Social Sciences
5700153667	Social Sciences
5700153725	Social Sciences
5700153771	Health Sciences
5700153771	Social Sciences
5700153823	Social Sciences
5700153831	Social Sciences
5700153838	Social Sciences
5700153863	Social Sciences
5700153945	Social Sciences
5700153969	Social Sciences
5700153981	Health Sciences
5700153985	Social Sciences
5700153989	Social Sciences
5700154038	Social Sciences
5700154120	Social Sciences
5700154126	Social Sciences
5700154132	Social Sciences
5700154181	Social Sciences
5700154184	Social Sciences
5700154199	Social Sciences
5700154297	Social Sciences
5700154315	Health Sciences
5700154315	Social Sciences
5700154351	Social Sciences
5700154365	Social Sciences
5700154403	Health Sciences
5700154403	Social Sciences
5700154419	Social Sciences
5700154463	Social Sciences
5700154545	Social Sciences
5700154656	Social Sciences
5700154766	Social Sciences
5700154772	Social Sciences
5700154786	Social Sciences
5700154836	Physical Sciences
5700154836	Social Sciences
5700154857	Social Sciences
5700155017	Social Sciences
5700155062	Health Sciences
5700155185	Social Sciences
5700155269	Social Sciences
5700155425	Social Sciences
5700155526	Social Sciences
5700155559	Social Sciences
5700155578	Social Sciences
5700155727	Social Sciences
5700155900	Social Sciences
5700155920	Health Sciences
5700156078	Social Sciences
5700156085	Social Sciences
5700156387	Social Sciences
5700156763	Social Sciences
5700156985	Social Sciences
5700157026	Social Sciences
5700157102	Social Sciences
5700157114	Physical Sciences
5700157114	Social Sciences
5700157507	Social Sciences
5700157604	Social Sciences
5700157895	Health Sciences
5700157895	Social Sciences
5700158136	Social Sciences
5700158475	Social Sciences
5700158578	Social Sciences
5700158829	Social Sciences
5700158839	Social Sciences
5700159257	Physical Sciences
5700159257	Social Sciences
5700159284	Social Sciences
5700160142	Social Sciences
5700160310	Social Sciences
5700160314	Health Sciences
5700160314	Social Sciences
5700160328	Social Sciences
5700160329	Social Sciences
5700160339	Social Sciences
5700160350	Health Sciences
5700160350	Social Sciences
5700160451	Social Sciences
5700160560	Social Sciences
5700160617	Social Sciences
5700160619	Social Sciences
5700160666	Social Sciences
5700160809	Social Sciences
5700160810	Social Sciences
5700161051	Social Sciences
5700161058	Health Sciences
5700161058	Social Sciences
5700161063	Social Sciences
5700161108	Social Sciences
5700161162	Social Sciences
5700161185	Social Sciences
5700161189	Social Sciences
5700161261	Health Sciences
5700161261	Physical Sciences
5700161261	Social Sciences
5700161383	Social Sciences
5700161397	Health Sciences
5700161397	Social Sciences
5700161424	Social Sciences
5700161511	Social Sciences
5700161512	Social Sciences
5700161523	Health Sciences
5700161625	Social Sciences
5700161675	Social Sciences
5700161712	Social Sciences
5700161731	Social Sciences
5700161756	Social Sciences
5700161790	Social Sciences
5700161854	Social Sciences
5700161890	Social Sciences
5700161893	Social Sciences
5700161983	Health Sciences
5700162050	Social Sciences
5700162095	Social Sciences
5700162123	Social Sciences
5700162125	Social Sciences
5700162134	Social Sciences
5700162170	Social Sciences
5700162193	Social Sciences
5700162205	Social Sciences
5700162364	Social Sciences
5700162393	Social Sciences
5700162519	Social Sciences
5700162645	Health Sciences
5700162645	Social Sciences
5700162683	Physical Sciences
5700162683	Social Sciences
5700162931	Social Sciences
5700162947	Social Sciences
5700163050	Social Sciences
5700163096	Social Sciences
5700163232	Social Sciences
5700163255	Health Sciences
5700163255	Social Sciences
5700163257	Social Sciences
5700163398	Social Sciences
5700163444	Social Sciences
5700163481	Social Sciences
5700163567	Social Sciences
5700163717	Social Sciences
5700163831	Social Sciences
5700163852	Social Sciences
5700163861	Health Sciences
5700163865	Social Sciences
5700163879	Physical Sciences
5700163879	Social Sciences
5700163881	Physical Sciences
5700163881	Social Sciences
5700163885	Social Sciences
5700163901	Social Sciences
5700163951	Social Sciences
5700163957	Social Sciences
5700163963	Social Sciences
5700163965	Social Sciences
5700163990	Social Sciences
5700163992	Social Sciences
5700164001	Social Sciences
5700164027	Social Sciences
5700164067	Social Sciences
5700164072	Social Sciences
5700164093	Social Sciences
5700164098	Social Sciences
5700164101	Social Sciences
5700164110	Social Sciences
5700164129	Social Sciences
5700164130	Social Sciences
5700164134	Social Sciences
5700164167	Social Sciences
5700164168	Social Sciences
5700164170	Social Sciences
5700164218	Social Sciences
5700164225	Social Sciences
5700164234	Social Sciences
5700164241	Social Sciences
5700164242	Social Sciences
5700164244	Social Sciences
5700164250	Social Sciences
5700164288	Social Sciences
5700164300	Social Sciences
5700164302	Social Sciences
5700164304	Social Sciences
5700164335	Social Sciences
5700164337	Physical Sciences
5700164337	Social Sciences
5700164339	Social Sciences
5700164344	Social Sciences
5700164350	Social Sciences
5700164353	Social Sciences
5700164354	Social Sciences
5700164380	Social Sciences
5700164382	Social Sciences
5700164481	Social Sciences
5700164553	Social Sciences
5700164798	Social Sciences
5700164821	Social Sciences
5700165092	Social Sciences
5700165095	Social Sciences
5700165111	Social Sciences
5700165138	Social Sciences
5700165146	Social Sciences
5700165147	Health Sciences
5700165148	Social Sciences
5700165149	Physical Sciences
5700165149	Social Sciences
5700165150	Health Sciences
5700165152	Physical Sciences
5700165155	Physical Sciences
5700165155	Social Sciences
5700165156	Health Sciences
5700165161	Physical Sciences
5700165161	Social Sciences
5700165164	Physical Sciences
5700165164	Social Sciences
5700165165	Social Sciences
5700165167	Health Sciences
5700165168	Social Sciences
5700165169	Physical Sciences
5700165170	Physical Sciences
5700165171	Social Sciences
5700165173	Health Sciences
5700165173	Social Sciences
5700165174	Physical Sciences
5700165201	Health Sciences
5700165202	Physical Sciences
5700165203	Health Sciences
5700165206	Physical Sciences
5700165207	Health Sciences
5700165208	Physical Sciences
5700165209	Social Sciences
5700165210	Health Sciences
5700165211	Physical Sciences
5700165212	Health Sciences
5700165305	Social Sciences
5700165306	Social Sciences
5700165357	Social Sciences
5700165452	Social Sciences
5700165569	Social Sciences
5700165614	Social Sciences
5700165635	Social Sciences
5700165656	Social Sciences
5700166179	Social Sciences
5700166187	Social Sciences
5700166220	Health Sciences
5700166220	Social Sciences
5700166357	Social Sciences
5700166475	Social Sciences
5700166680	Social Sciences
5700166780	Social Sciences
5700166813	Social Sciences
5700166815	Social Sciences
5700166917	Social Sciences
5700166926	Social Sciences
5700166959	Social Sciences
5700167003	Social Sciences
5700167148	Social Sciences
5700167184	Social Sciences
5700167216	Social Sciences
5700167217	Social Sciences
5700167221	Social Sciences
5700167223	Social Sciences
5700167235	Health Sciences
5700167235	Social Sciences
5700167337	Social Sciences
5700167641	Social Sciences
5700167676	Social Sciences
5700168058	Social Sciences
5700168194	Social Sciences
5700168298	Social Sciences
5700168304	Social Sciences
5700168360	Social Sciences
5700168382	Social Sciences
5700168391	Social Sciences
5700168399	Social Sciences
5700168400	Social Sciences
5700168402	Social Sciences
5700168403	Social Sciences
5700168406	Social Sciences
5700168416	Social Sciences
5700168481	Social Sciences
5700168527	Physical Sciences
5700168527	Social Sciences
5700168538	Social Sciences
5700168539	Social Sciences
5700168548	Social Sciences
5700168551	Social Sciences
5700168554	Social Sciences
5700168564	Social Sciences
5700168589	Social Sciences
5700168701	Social Sciences
5700168788	Health Sciences
5700168842	Social Sciences
5700168874	Social Sciences
5700168905	Social Sciences
5700168926	Social Sciences
5700168944	Social Sciences
5700168957	Social Sciences
5700168982	Social Sciences
5700169004	Social Sciences
5700169025	Health Sciences
5700169025	Social Sciences
5700169047	Social Sciences
5700169068	Social Sciences
5700169125	Social Sciences
5700169127	Social Sciences
5700169133	Social Sciences
5700169137	Social Sciences
5700169140	Social Sciences
5700169160	Social Sciences
5700169285	Social Sciences
5700169314	Social Sciences
5700169375	Social Sciences
5700169415	Social Sciences
5700169428	Social Sciences
5700169459	Social Sciences
5700169551	Health Sciences
5700169551	Social Sciences
5700169553	Health Sciences
5700169553	Social Sciences
5700170271	Social Sciences
5700170400	Social Sciences
5700170927	Social Sciences
5700170931	Social Sciences
5700172022	Social Sciences
5700172274	Social Sciences
5700172674	Social Sciences
5700173590	Social Sciences
5700173874	Social Sciences
5700174038	Social Sciences
5700175216	Social Sciences
5700176055	Social Sciences
5700176240	Social Sciences
5700176509	Social Sciences
5700176609	Social Sciences
5700176815	Social Sciences
5700176816	Physical Sciences
5700176816	Social Sciences
5700176869	Social Sciences
5700176915	Health Sciences
5700176915	Social Sciences
5700177049	Social Sciences
5700177090	Social Sciences
5700177114	Social Sciences
5700177271	Social Sciences
5700177956	Social Sciences
5700178130	Social Sciences
5700178973	Social Sciences
5700179313	Social Sciences
5700179464	Physical Sciences
5700179464	Social Sciences
5700179507	Social Sciences
5700181417	Social Sciences
5700181457	Social Sciences
5700181592	Social Sciences
5700181944	Social Sciences
5700181946	Social Sciences
5700182228	Social Sciences
5700183004	Social Sciences
5700183126	Social Sciences
5700183394	Social Sciences
5700183838	Social Sciences
5700183859	Social Sciences
5700184173	Social Sciences
5700184957	Social Sciences
5700185131	Social Sciences
5700185415	Health Sciences
5700185415	Social Sciences
5700185694	Social Sciences
5700188156	Social Sciences
5700188557	Social Sciences
5700188665	Social Sciences
5700189006	Social Sciences
5700189174	Social Sciences
5700189832	Social Sciences
5700191155	Social Sciences
5700191203	Health Sciences
5700191204	Health Sciences
5700191204	Social Sciences
5700191205	Health Sciences
5700191206	Physical Sciences
5700191207	Health Sciences
5700191208	Health Sciences
5700191209	Health Sciences
5700191210	Health Sciences
5700191211	Health Sciences
5700191212	Health Sciences
5700191213	Health Sciences
5700191214	Health Sciences
5700191215	Health Sciences
5700191216	Physical Sciences
5700191217	Social Sciences
5700191218	Physical Sciences
5700191219	Physical Sciences
5700191220	Social Sciences
5800152708	Social Sciences
5800152987	Social Sciences
5800152988	Social Sciences
5800155417	Social Sciences
5800155978	Social Sciences
5800156831	Social Sciences
5800156836	Social Sciences
5800157701	Social Sciences
5800157711	Social Sciences
5800157981	Social Sciences
5800157996	Health Sciences
5800157996	Social Sciences
5800157999	Social Sciences
5800158153	Social Sciences
5800159116	Social Sciences
5800160112	Social Sciences
5800160719	Social Sciences
5800161166	Social Sciences
5800161570	Social Sciences
5800161607	Social Sciences
5800161654	Social Sciences
5800161874	Social Sciences
5800162102	Social Sciences
5800162233	Social Sciences
5800163143	Social Sciences
5800163562	Social Sciences
5800164138	Social Sciences
5800167966	Social Sciences
5800169055	Social Sciences
5800169155	Social Sciences
5800169156	Social Sciences
5800169158	Social Sciences
5800169161	Social Sciences
5800169162	Social Sciences
5800169164	Health Sciences
5800169164	Social Sciences
5800169165	Social Sciences
5800169166	Social Sciences
5800169167	Social Sciences
5800169269	Social Sciences
5800169270	Social Sciences
5800169272	Social Sciences
5800169295	Social Sciences
5800169338	Social Sciences
5800169372	Social Sciences
5800169373	Social Sciences
5800169375	Social Sciences
5800169383	Social Sciences
5800169452	Social Sciences
5800169457	Social Sciences
5800169464	Social Sciences
5800169479	Social Sciences
5800169484	Social Sciences
5800169547	Social Sciences
5800169741	Social Sciences
5800169793	Social Sciences
5800169849	Social Sciences
5800170177	Social Sciences
5800170390	Social Sciences
5800170451	Social Sciences
5800170461	Social Sciences
5800170538	Social Sciences
5800170561	Social Sciences
5800170566	Social Sciences
5800170623	Social Sciences
5800170634	Physical Sciences
5800170634	Social Sciences
5800170732	Social Sciences
5800170866	Social Sciences
5800170936	Social Sciences
5800170969	Social Sciences
5800171006	Social Sciences
5800171010	Social Sciences
5800171939	Social Sciences
5800171948	Social Sciences
5800171965	Social Sciences
5800171986	Health Sciences
5800172268	Social Sciences
5800172539	Social Sciences
5800172619	Social Sciences
5800173367	Physical Sciences
5800173371	Health Sciences
5800173373	Physical Sciences
5800173374	Physical Sciences
5800173375	Social Sciences
5800173377	Physical Sciences
5800173378	Physical Sciences
5800173379	Physical Sciences
5800173380	Physical Sciences
5800173381	Physical Sciences
5800173383	Health Sciences
5800173384	Health Sciences
5800173385	Health Sciences
5800173386	Health Sciences
5800173387	Health Sciences
5800173388	Physical Sciences
5800173390	Health Sciences
5800173391	Social Sciences
5800173393	Health Sciences
5800173394	Health Sciences
5800173395	Physical Sciences
5800173396	Physical Sciences
5800173397	Health Sciences
5800173397	Social Sciences
5800173399	Health Sciences
5800173400	Physical Sciences
5800173402	Health Sciences
5800173403	Health Sciences
5800173404	Physical Sciences
5800173405	Physical Sciences
5800174931	Social Sciences
5800175373	Social Sciences
5800175970	Social Sciences
5800178213	Social Sciences
5800179580	Physical Sciences
5800179585	Health Sciences
5800179586	Health Sciences
5800179587	Health Sciences
5800179595	Health Sciences
5800179597	Social Sciences
5800179598	Social Sciences
5800179599	Social Sciences
5800179600	Health Sciences
5800179601	Health Sciences
5800179602	Health Sciences
5800179603	Health Sciences
5800179604	Physical Sciences
5800179605	Health Sciences
5800179606	Physical Sciences
5800179607	Health Sciences
5800179608	Physical Sciences
5800179609	Health Sciences
5800179610	Social Sciences
5800179611	Social Sciences
5800179612	Social Sciences
5800179613	Physical Sciences
5800179614	Physical Sciences
5800179615	Physical Sciences
5800179616	Physical Sciences
5800179617	Physical Sciences
5800179618	Physical Sciences
5800179619	Physical Sciences
5800179620	Physical Sciences
5800179620	Social Sciences
5800179621	Health Sciences
5800179621	Physical Sciences
5800179621	Social Sciences
5800179622	Physical Sciences
5800179624	Physical Sciences
5800179626	Social Sciences
5800179627	Social Sciences
5800179628	Physical Sciences
5800179628	Social Sciences
5800179629	Social Sciences
5800179630	Social Sciences
5800184365	Social Sciences
5800184384	Physical Sciences
5800184430	Social Sciences
5800185422	Social Sciences
5800191435	Social Sciences
5800191489	Social Sciences
5800191628	Social Sciences
5800192069	Social Sciences
5800192174	Social Sciences
5800194481	Social Sciences
5800195656	Social Sciences
5800196259	Social Sciences
5800196826	Social Sciences
5800197592	Social Sciences
5800197657	Social Sciences
5800198046	Social Sciences
5800198357	Social Sciences
5800204086	Social Sciences
5800206565	Social Sciences
5800207367	Physical Sciences
5800207368	Social Sciences
5800207369	Physical Sciences
5800207371	Health Sciences
5800207372	Physical Sciences
5800207373	Social Sciences
5800207375	Health Sciences
5800207376	Health Sciences
5800207377	Health Sciences
5800207378	Physical Sciences
5800207381	Health Sciences
5800207382	Health Sciences
5800207385	Health Sciences
5800207385	Social Sciences
5800207390	Health Sciences
5800207390	Social Sciences
5800207391	Social Sciences
5800207394	Health Sciences
5800207394	Social Sciences
5800207405	Social Sciences
5800207412	Social Sciences
5800207419	Health Sciences
5800207419	Social Sciences
5800207425	Health Sciences
5800207425	Social Sciences
5800207427	Social Sciences
5800207501	Health Sciences
5800207502	Social Sciences
5800207503	Health Sciences
5800207505	Physical Sciences
5800207506	Physical Sciences
5800207507	Health Sciences
5800207509	Social Sciences
5800207511	Social Sciences
5800207516	Social Sciences
5800207528	Social Sciences
5800207532	Social Sciences
5800207533	Social Sciences
5800207535	Social Sciences
5800207537	Social Sciences
5800207538	Social Sciences
5800207540	Social Sciences
5800207542	Social Sciences
5800207543	Social Sciences
5800207545	Social Sciences
5800207548	Social Sciences
5800207550	Social Sciences
5800207551	Physical Sciences
5800207551	Social Sciences
5800207553	Health Sciences
5800207553	Social Sciences
5800207554	Social Sciences
5800207556	Social Sciences
5800207558	Social Sciences
5800207559	Social Sciences
5800207560	Social Sciences
5800207561	Social Sciences
5800207563	Social Sciences
5800207564	Social Sciences
5800207565	Social Sciences
5800207568	Social Sciences
5800207569	Social Sciences
5800207571	Social Sciences
5800207574	Social Sciences
5800207577	Social Sciences
5800207578	Social Sciences
5800207579	Social Sciences
5800207580	Social Sciences
5800207581	Social Sciences
5800207582	Social Sciences
5800207585	Social Sciences
5800207596	Social Sciences
5800207601	Social Sciences
5800207606	Social Sciences
5800207608	Social Sciences
5800207616	Social Sciences
5800207617	Social Sciences
5800207620	Social Sciences
5800207621	Social Sciences
5800207625	Social Sciences
5800207635	Social Sciences
5800207636	Social Sciences
5800207639	Social Sciences
5800207642	Social Sciences
5800207660	Social Sciences
5800207664	Social Sciences
5800207671	Social Sciences
5800207673	Physical Sciences
5800207673	Social Sciences
5800207676	Social Sciences
5800207678	Social Sciences
5800207681	Social Sciences
5800207685	Social Sciences
5800207686	Social Sciences
5800207688	Social Sciences
5800207689	Social Sciences
5800207691	Social Sciences
5800207692	Social Sciences
5800207693	Social Sciences
5800207694	Social Sciences
5800207697	Social Sciences
5800207700	Social Sciences
5800207702	Social Sciences
5800207703	Social Sciences
5800207704	Social Sciences
5800207709	Social Sciences
5800207714	Health Sciences
5800207714	Social Sciences
5800207716	Social Sciences
5800207727	Social Sciences
5800207734	Social Sciences
5800207735	Social Sciences
5800207744	Social Sciences
5800207746	Social Sciences
5800207749	Social Sciences
5800207751	Social Sciences
5800207752	Social Sciences
5800207753	Social Sciences
5800207754	Social Sciences
5800207756	Social Sciences
5800207758	Social Sciences
5800207759	Social Sciences
5800207760	Social Sciences
5800207761	Social Sciences
5800207780	Social Sciences
5800207781	Social Sciences
5800207789	Social Sciences
5800207797	Social Sciences
5800207799	Social Sciences
5800207800	Social Sciences
5800207802	Social Sciences
5800207807	Social Sciences
5800207808	Social Sciences
5800207811	Social Sciences
5800207812	Social Sciences
5800207817	Social Sciences
5800207819	Social Sciences
5800207821	Social Sciences
5800207822	Social Sciences
5800207832	Social Sciences
5800207836	Social Sciences
5800207851	Social Sciences
5800207861	Social Sciences
5800207863	Social Sciences
5800207868	Social Sciences
5800207869	Social Sciences
5800207871	Social Sciences
5800207872	Social Sciences
5800207874	Social Sciences
5800207877	Social Sciences
5800207887	Social Sciences
5800207890	Social Sciences
5800207891	Social Sciences
5800207893	Social Sciences
5800207900	Social Sciences
5800207911	Social Sciences
5800207912	Social Sciences
5800207918	Social Sciences
5800207921	Social Sciences
5800207946	Social Sciences
5800207960	Social Sciences
5800207997	Social Sciences
5800208016	Social Sciences
5800208032	Social Sciences
5800208050	Social Sciences
5800208051	Social Sciences
5800208054	Social Sciences
5800208070	Social Sciences
5800208074	Social Sciences
5800208080	Social Sciences
5800208085	Social Sciences
5800208091	Social Sciences
5800208102	Social Sciences
5800208127	Social Sciences
5800208150	Social Sciences
5800208165	Social Sciences
5800208186	Social Sciences
5800208228	Social Sciences
5800208235	Health Sciences
5800208235	Physical Sciences
5800208235	Social Sciences
5800208237	Social Sciences
5800208299	Social Sciences
5800208320	Social Sciences
5800208402	Social Sciences
5800208514	Social Sciences
5800208548	Social Sciences
5800208582	Social Sciences
5800208587	Social Sciences
5800208590	Social Sciences
5800208631	Social Sciences
5800209165	Social Sciences
5800209245	Social Sciences
5800209323	Social Sciences
5800209329	Social Sciences
5800209355	Social Sciences
5800209432	Social Sciences
5800209434	Social Sciences
5800209455	Social Sciences
5800209484	Social Sciences
5800209601	Social Sciences
