main_publisher_slug	n_journals	main_publisher	name_variants
turkish-society-of-nephrology	2	Turkish society of Nephrology	1
turkish-society-of-osteoporosis	1	Turkish Society of Osteoporosis	1
turkish-society-of-physical-medicine-and-rehabilitation	1	Turkish Society of Physical Medicine and Rehabilitation	1
turkish-society-of-radiology	1	Turkish Society of Radiology	1
turkish-society-of-rehabilitational-medicine	1	Turkish Society of Rehabilitational Medicine	1
turkish-society-thermal-sciences-technology	1	Turkish Society Thermal Sciences Technology	1
turkiye-eklem-hastaliklari-tedavi-vakfi	1	Turkiye Eklem Hastaliklari Tedavi Vakfi	1
turkiye-fiziksel-tip-ve-rehabilitasyon-hekimleri-dernegi	1	Turkiye Fiziksel Tip ve Rehabilitasyon Hekimleri Dernegi	1
turkiye-klinikleri	4	Turkiye Klinikleri	1
turkiye-klinikleri-journal-of-medical-sciences	2	Turkiye Klinikleri Journal of Medical Sciences	1
turkiye-sinir-ve-ruh-sagligi-dernegi	1	Turkiye Sinir ve Ruh Sagligi Dernegi	1
turkiye-ve-orta-dogu-amme-idaresi-enstitusu	1	Turkiye ve Orta Dogu Amme Idaresi Enstitusu	1
turner-white-communications	1	Turner White Communications	1
turpion-ltd	3	Turpion Ltd	1
turpion-moscow-ltd	3	Turpion - Moscow Ltd.	1
turret-rai-plc	3	Turret RAI plc	1
tusi-mathematical-research-group	2	Tusi Mathematical Research Group	1
tusi-mathematical-research-group-tmrg	2	Tusi Mathematical Research Group (TMRG)	1
tyndale-house-publishers	1	Tyndale House Publishers	1
tyumen-scientific-centre-of-siberian-branch-of-the-russian-academy-of-sciences	1	Tyumen Scientific Centre of Siberian Branch of the Russian Academy of Sciences	1
tyumen-state-university	1	Tyumen State University	1
tywin-communications	2	TyWin Communications	1
u-s-administration-on-aging	1	U.S. Administration on Aging	1
u-s-agency-for-international-development	1	U.S. Agency for International Development	1
u-s-army-medical-department	1	U.S. Army Medical Department	1
u-s-army-war-college	1	U.S. Army War College	1
u-s-bureau-of-the-census	1	U.S. Bureau of The Census	1
u-s-department-of-health-education-and-welfare-public-health-service-health-resources-administration-national-center-for-health-statistics	2	U.S. Department of Health, Education and Welfare, Public Health Service, Health Resources Administration, National Center for Health Statistics	1
u-s-dept-energy	1	U.S. Dept. Energy	1
u-s-dept-of-transportation	1	U.S. Dept. of Transportation	1
u-s-deptartment-of-health-education-and-welfare-public-health-service-alcohol-drug-abuse-and-mental-health-administration	1	U.S. Deptartment of Health, Education, and Welfare, Public Health Service, Alcohol, Drug Abuse, and Mental Health Administration	1
u-s-fish-wildlife-service	1	U.S. Fish & Wildlife Service	1
u-s-g-p-o	1	U.S. G.P.O	1
u-s-general-services-administration	1	U.S. General Services Administration	1
u-s-geological-survey	5	U.S. Geological Survey	1
u-s-government-publishing-office	4	U.S. Government Publishing Office	1
u-s-healthcare-communications-llc	1	U.S. Healthcare Communications LLC	1
u-s-national-cancer-institute	3	U.S. National Cancer Institute	1
u-s-national-center-for-health-statistics	11	U.S. National Center for Health Statistics	1
u-s-national-oceanographic-data-center	1	U.S. National Oceanographic Data Center	1
u-s-navy-bureau-of-medicine-and-surgery	1	U.S. Navy, Bureau of Medicine and Surgery	1
u-s-news-pub-corp	1	U.S. News Pub. Corp.	1
u-s-office-of-the-federal-register	1	U.S. Office of the Federal Register	1
u-s-public-health-service	2	U.S. Public Health Service	1
u-s-small-business-administration	1	U.S. Small Business Administration	1
u-s-special-operations-command	1	U.S. Special Operations Command	1
u-t-e-t-spa	3	U T E T SpA	1
uaces	1	UACES	1
ubiquity-press	21	Ubiquity Press	1
ubm-medica-healthcare-publications	1	UBM Medica Healthcare Publications	1
ubm-medica-periodical-publication	6	UBM Medica Periodical Publication	1
uchitel-publishing-house	2	Uchitel Publishing House	1
ucl-institute-of-education	1	UCL Institute of Education	1
ucla-center-for-health-policy-research	1	UCLA Center for Health Policy Research	1
ucla-immunogenetics-center	1	UCLA Immunogenetics Center	1
ucm-universidad-de-la-ciudad-de-mexico	1	UCM, Universidad de la Ciudad de Mexico	1
ucopress-cordoba-university-press	1	UCOPress (Cordoba University Press)	1
udmurt-state-university	2	Udmurt State University	1
udruga-za-prominance-filozofije	1	Udruga za Prominance Filozofije	1
udruzenje-basicnih-mediciniskih-znanosti-fbih-sarajevo	1	Udruzenje basicnih mediciniskih znanosti FBIH Sarajevo	1
udruzenje-dermatovenerologa-jugoslavije	1	Udruzenje dermatovenerologa Jugoslavije	1
udruzenje-hirurga-jugoslavije	1	Udruzenje Hirurga Jugoslavije	1
ue-professional-editions	1	UE Professional Editions	1
ufa-state-institute-of-arts	1	Ufa State Institute of Arts	1
ufpr-departamento-de-geologia	1	UFPR, Departamento de Geologia	1
ugol	1	Ugol'	1
uikten-association-for-information-communication-technology-education-and-science	1	UIKTEN - Association for Information Communication Technology Education and Science	1
uin-sunan-kalijaga	1	UIN Sunan Kalijaga	1
uitgeverij-boom	3	Uitgeverij Boom	1
uitgeverij-radius-bv	2	Uitgeverij Radius BV	1
uitgeverij-verloren	5	Uitgeverij Verloren	1
uitm-press	1	UiTM Press	1
ukrainian-state-university-of-chemical-technology	1	Ukrainian State University of Chemical Technology	1
ukrmetallurginform-sta-ltd	1	"Ukrmetallurginform""STA"" Ltd."	1
ul-krzhizhanovskogo	1	UL Krzhizhanovskogo	1
ul-podvysotskogo	1	Ul Podvysotskogo	1
ulster-folk-and-transport-museum	1	Ulster Folk and Transport Museum	1
ulster-institute-for-social-research	1	Ulster Institute for Social Research	1
ulster-medical-society	1	Ulster Medical Society	1
ulusal-travma-ve-acil-cerrahi-dernegi	2	Ulusal Travma ve Acil Cerrahi Dernegi	1
unam-instituto-de-investigaciones-filologicas	1	UNAM, Instituto de Investigaciones Filologicas	1
undersea-and-hyperbaric-medical-society	2	Undersea and Hyperbaric Medical Society	1
underwater-systems-design-publications	1	Underwater Systems Design Publications	1
undo-seiri-kenkyukai	1	Undo Seiri Kenkyukai	1
undp-world-bank	1	UNDP/World Bank	1
unesco-london-society-for-libyan-studies	1	UNESCO; London: Society for Libyan Studies	1
uniao-brasileira-de-geomorfologia	1	Uniao Brasileira de Geomorfologia	1
unicamp-instituto-de-geociencias	1	UNICAMP, Instituto de Geociencias	1
unicef	2	UNICEF	1
unified-theory-of-information-research-group	1	Unified Theory of Information Research Group	1
union-international-de-promotion-de-la-sante-etd-education-pour-la-sante	1	Union International de Promotion de la Sante etd Education pour la Sante	1
union-matematica-argentina	1	Union Matematica Argentina	1
union-nationale-patronale-des-prothesistes-dentaires	1	Union nationale patronale des prothesistes dentaires	1
union-of-chambers-of-engineers-and-architects-of-turkey	1	Union of Chambers of Engineers and Architects of Turkey	1
union-of-iraqi-geoogists	1	Union of Iraqi geoogists	1
union-of-scientists-in-bulgaria-plovdiv	1	Union of Scientists in Bulgaria - Plovdiv	1
union-patronale-des-prothesistes-dentaires	1	Union patronale des prothesistes dentaires	1
union-pour-letude-de-la-population-africaine	1	Union pour l'etude de la population africaine	1
unione-fitopatologica-mediterranea	1	Unione Fitopatologica Mediterranea	1
unione-matematica-italiana	2	Unione Matematica Italiana	1
unisa-press	1	Unisa Press	1
unisinos	1	Unisinos	1
unisity-of-sistan-baluchistan	1	Unisity of Sistan & Baluchistan	1
united-academic-journals-ua-journals	1	United Academic Journals (UA Journals)	1
united-arab-emirates-university	2	United Arab Emirates University	1
united-chapters-of-phi-beta-kappa	1	United Chapters of Phi Beta Kappa	1
united-communications-group	3	United Communications Group	1
united-hospital-fund-of-new-york	1	United Hospital Fund of New York	1
united-kingdom-serials-group	1	United Kingdom Serials Group	1
united-kingdom-serials-group-uksg	1	United Kingdom Serials Group (UKSG)	1
united-kingdom-simulation-society	1	United Kingdom Simulation Society	1
united-nations-centre-for-regional-development	1	United Nations Centre for Regional Development	1
united-nations-centro-latinoamericano-de-demografia-united-nations-latin-american-and-demographic-center	1	United Nations, Centro Latinoamericano de Demografia/United Nations, Latin American and Demographic Center	1
united-nations-economic-and-social-commission-for-asia-and-the-pacific	3	United Nations Economic and Social Commission for Asia and the Pacific	1
united-nations-environment-programme	1	United Nations Environment Programme	1
united-nations-international-research-and-training-institute-for-the-advancement-of-women	1	United Nations International Research and Training Institute for the Advancement of Women	1
united-nations-office-of-public-information	1	United Nations Office of Public Information	1
united-nations-publications	5	United Nations Publications	1
united-scientific-group	1	United Scientific Group	1
united-trade-press	1	United Trade Press	1
uniunea-societatilor-de-stiinte-medicale	3	Uniunea Societatilor De Stiinte Medicale	1
univ-feder-uberlandia	2	Univ Feder Uberlandia	1
univelt-inc	2	Univelt, Inc.	1
univerisity-department-of-psychiatry-university-hospital-center-sestre-milosrdnice	1	Univerisity Department of Psychiatry University Hospital Center Sestre milosrdnice	1
univeristy-press-of-southern-denmark	1	Univeristy Press of Southern Denmark	1
universal-academy-press	1	Universal Academy Press	1
universal-medical-press	1	Universal Medical Press	1
universia-holding	2	Universia Holding	1
universidad-adolfo-ibanez	2	Universidad Adolfo Ibanez	1
universidad-alberto-hurtado-school-of-economics-and-bussines	1	Universidad Alberto Hurtado/School of Economics and Bussines	1
universidad-austral-de-chile	8	Universidad Austral de Chile	1
universidad-autonoma-chapingo	2	Universidad Autonoma Chapingo	1
universidad-autonoma-de-baja-california	2	Universidad Autonoma de Baja California	1
universidad-autonoma-de-bucaramanga	1	Universidad Autonoma de Bucaramanga	1
universidad-autonoma-de-madrid	7	Universidad Autonoma de Madrid	1
universidad-autonoma-de-nuevo-leon	1	Universidad Autonoma de Nuevo Leon	1
universidad-autonoma-de-tlaxcala	1	Universidad Autonoma de Tlaxcala	1
universidad-autonoma-de-yucatan	1	Universidad Autonoma de Yucatan	1
universidad-autonoma-del-estado-de-mexico-centro-de-investigacion-y-estudios-avanzados-de-la-poblacion	1	Universidad Autonoma del Estado de Mexico, Centro de Investigacion y Estudios Avanzados de la Poblacion	1
universidad-autonoma-metropolitana-iztapalapa	3	Universidad Autonoma Metropolitana-Iztapalapa	1
universidad-carlos-iii-de-madrid	4	Universidad Carlos III de Madrid	1
universidad-catolica-de-chile	1	Universidad Catolica de Chile	1
universidad-catolica-de-chile-escuela-de-agronomia	1	Universidad CatOlica de Chile, Escuela de Agronomia	1
universidad-catolica-de-colombia	1	Universidad Catolica de Colombia	1
universidad-catolica-de-san-antonio-de-murcia	1	Universidad Catolica de San Antonio de Murcia	1
universidad-catolica-de-valparaiso	1	Universidad Catolica de Valparaiso	1
universidad-catolica-facultad-de-teologia	1	Universidad Catolica, Facultad de Teologia	1
universidad-catolica-luis-amigo	1	Universidad Catolica Luis Amigo	1
universidad-central-de-venezuela	3	Universidad Central de Venezuela	1
universidad-centro-occidental-lisandro-alvarado	1	Universidad Centro-Occidental Lisandro Alvarado	1
universidad-ces	1	Universidad CES	1
universidad-colegio-mayor-de-nuestra-senora-del-rosario	1	Universidad Colegio Mayor de Nuestra Senora del Rosario	1
universidad-complutense	1	Universidad Complutense	1
universidad-complutense-de-madrid	30	Universidad Complutense de Madrid	1
universidad-complutense-departamento-de-historia-de-america-ii	1	Universidad Complutense, Departamento de Historia de America II	1
universidad-complutense-madrid	3	Universidad Complutense Madrid	1
universidad-de-alacala	1	Universidad de Alacala	1
universidad-de-alcala	1	Universidad de Alcala	1
universidad-de-alcala-de-henares-departamento-de-filologia	1	Universidad de Alcala de Henares, Departamento de Filologia	1
universidad-de-alicante	7	Universidad de Alicante	1
universidad-de-almeria	2	Universidad de Almeria	1
universidad-de-antioquia	12	Universidad De Antioquia	2
universidad-de-buenos-aires	1	Universidad de Buenos Aires	1
universidad-de-caldas	3	Universidad de Caldas	1
universidad-de-carabobo	1	Universidad de Carabobo	1
universidad-de-castilla-la-mancha	3	Universidad de Castilla la Mancha	1
universidad-de-chile	14	Universidad de Chile	1
universidad-de-chile-centro-de-derecho-ambiental	1	Universidad de Chile. Centro de Derecho Ambiental	1
universidad-de-chile-centro-interdisciplinario-de-estudios-en-bioetica	1	Universidad de Chile - Centro Interdisciplinario de Estudios en Bioetica	1
universidad-de-chile-facultad-de-ciencias-sociales	1	Universidad de Chile, Facultad de Ciencias Sociales	1
universidad-de-ciencias-medicas-de-la-habana	1	Universidad de Ciencias Medicas de La Habana	1
universidad-de-concepcion	8	Universidad de Concepcion	1
universidad-de-concepcion-facultad-de-medicina-departmento-de-enfermeria	1	Universidad de Concepcion, Facultad de Medicina, Departmento de Enfermeria	1
universidad-de-cordoba	4	Universidad de Cordoba	1
universidad-de-costa-rica	2	Universidad de Costa Rica	1
universidad-de-deusto	3	Universidad de Deusto	1
universidad-de-extremadura	2	Universidad de Extremadura	1
universidad-de-extremadura-caceres-theological-institute	1	Universidad de Extremadura - Caceres Theological Institute	1
universidad-de-granada	4	Universidad de Granada	1
universidad-de-granada-departamento-de-historia-del-arte	1	Universidad de Granada, Departamento de Historia del Arte	1
universidad-de-granada-grupo-de-investigacion-didactica-de-la-matematica	1	Universidad de Granada, Grupo de Investigacion Didactica de la Matematica	1
universidad-de-guadalajara	1	Universidad de Guadalajara	1
universidad-de-huelva	1	Universidad de Huelva	1
universidad-de-huelva-publicaciones	2	Universidad de Huelva, Publicaciones	1
universidad-de-jaen	2	Universidad de Jaen	1
universidad-de-jaen-campus-las-lagunillas	1	Universidad de Jaen Campus Las Lagunillas	1
universidad-de-la-frontera	1	Universidad de la Frontera	1
universidad-de-la-habana	3	Universidad de La Habana	1
universidad-de-la-laguna	1	Universidad de la Laguna	1
universidad-de-la-rioja	1	Universidad de La Rioja	1
universidad-de-la-sabana	2	Universidad de La Sabana	1
universidad-de-la-serena-departamento-de-artes-y-letras	1	Universidad de la Serena,Departamento de Artes y Letras	1
universidad-de-las-palmas-de-gran-canaria	1	Universidad de Las Palmas de Gran Canaria	1
universidad-de-leon	1	Universidad de Leon	1
universidad-de-los-andes	10	Universidad de Los Andes	2
universidad-de-los-lagos	1	Universidad de Los Lagos	1
universidad-de-malaga	3	Universidad de Malaga	1
universidad-de-malaga-departamento-de-historia-del-arte	2	Universidad de Malaga, Departamento de Historia del Arte	1
universidad-de-murcia	7	Universidad de Murcia	1
universidad-de-murcia-departamento-de-filosofia-y-lgica	1	Universidad de Murcia. Departamento de Filosofia y Lgica.	1
universidad-de-murcia-servicio-de-publicaciones	1	Universidad de Murcia Servicio de Publicaciones	1
universidad-de-navarra	8	Universidad de Navarra	1
universidad-de-oriente-press	1	Universidad de Oriente Press	1
universidad-de-oviedo	5	Universidad de Oviedo	1
universidad-de-piura	1	Universidad de Piura	1
universidad-de-playa-ancha-de-ciencias-de-la-educacion	1	Universidad de Playa Ancha de Ciencias de la Educacion	1
universidad-de-playa-ancha-departamento-de-historia	1	Universidad de Playa Ancha - Departamento De Historia	1
universidad-de-puerto-rico	1	Universidad de Puerto Rico	1
universidad-de-salamanca	5	Universidad de Salamanca	1
universidad-de-salamanca-facultad-de-educacion	1	Universidad de Salamanca, Facultad de EducaciOn	1
universidad-de-san-buenaventura	1	Universidad de San Buenaventura	1
universidad-de-santiago-de-compostela	2	Universidad de Santiago de Compostela	1
universidad-de-santiago-de-compostela-servicio-de-publicacions	1	Universidad de Santiago de Compostela, Servicio de Publicacions	1
universidad-de-sevilla	6	Universidad de Sevilla	1
universidad-de-sevilla-servicio-de-publicaciones	2	Universidad de Sevilla, Servicio de Publicaciones	1
universidad-de-tarapaca	3	Universidad de Tarapaca	1
universidad-de-valencia	10	Universidad de Valencia	1
universidad-de-valladolid	7	Universidad de Valladolid	1
universidad-de-valparaiso	2	Universidad de Valparaiso	1
universidad-de-valparaiso-chile	1	Universidad De Valparaíso, Chile	1
universidad-de-zaragoza	4	Universidad de Zaragoza	1
universidad-del-atlantico	1	Universidad Del Atlantico	1
universidad-del-bio-bio	3	Universidad del Bio-Bio	1
universidad-del-norte	4	Universidad del Norte	1
universidad-del-norte-sede-arica-depto-de-antropologia	1	Universidad del Norte, Sede Arica, Depto. de Antropologia	1
universidad-del-pacifico-press	1	Universidad del Pacifico Press	1
universidad-del-pais-vasco	2	Universidad del Pais Vasco	1
universidad-del-rosario	1	Universidad del Rosario	1
universidad-del-rosario-colombia	1	Universidad del Rosario (Colombia)	1
universidad-del-rosario-escuela-de-ciencias-de-la-salud	1	Universidad del Rosario, Escuela de Ciencias de la Salud	1
universidad-del-zulia	12	Universidad del Zulia	1
universidad-diego-portales	3	Universidad Diego Portales	1
universidad-distrital-francisco-jose-de-caldas	1	Universidad Distrital Francisco Jose de Caldas	1
universidad-eafit	1	Universidad EAFIT	1
universidad-externado-de-colombia	2	Universidad Externado de Colombia	1
universidad-icesi	1	Universidad Icesi	1
universidad-industrial-de-santander	2	Universidad Industrial de Santander	1
universidad-internacional-de-la-rioja	1	Universidad Internacional de la Rioja	1
universidad-jaume-i-de-castellon	2	Universidad Jaume I de Castellon	1
universidad-michoacana-de-san-nicolas-de-hidalgo	1	Universidad Michoacana de San Nicolas de Hidalgo	1
universidad-miguel-hernandez	1	Universidad Miguel Hernandez	1
universidad-nacional	2	Universidad Nacional	1
universidad-nacional-andres-bello	1	Universidad Nacional Andres Bello	1
universidad-nacional-autonoma-de-mexico	33	Universidad Nacional Autonoma de Mexico	1
universidad-nacional-campus-omar-dengo	1	"Universidad Nacional ""Campus Omar Dengo"""	1
universidad-nacional-costa-rica	1	Universidad Nacional, Costa Rica	1
universidad-nacional-de-colombia	27	Universidad Nacional de Colombia	1
universidad-nacional-de-cordoba	3	Universidad Nacional de Cordoba	1
universidad-nacional-de-cordoba-facultad-de-filosofia-y-humanidades	1	Universidad Nacional de Cordoba, Facultad de Filosofia y Humanidades	1
universidad-nacional-de-cuyo	1	Universidad Nacional de Cuyo	1
universidad-nacional-de-educacion-a-distancia-uned	11	Universidad Nacional de Educacion a Distancia, UNED	2
universidad-nacional-de-la-pampa	1	Universidad Nacional de La Pampa	1
universidad-nacional-de-la-plata	2	Universidad Nacional de La Plata	1
universidad-nacional-de-lanus	1	Universidad Nacional de Lanus	1
universidad-nacional-de-mar-del-plata	1	Universidad Nacional de Mar del Plata	1
universidad-nacional-de-rosario-facultad-de-humanidades-y-artes-escuela-de-historia	1	Universidad Nacional de Rosario - Facultad de Humanidades y Artes, Escuela de Historia	1
universidad-nacional-de-trujillo	1	Universidad Nacional de Trujillo	1
universidad-nacional-del-centro-de-la-provincia-de-buenos-aires	1	Universidad Nacional del Centro de la Provincia de Buenos Aires	1
universidad-nacional-del-nordeste	1	Universidad Nacional del Nordeste	1
universidad-panamericana	1	Universidad Panamericana	1
universidad-pedagogica-y-tecnologica-de-colombia	1	Universidad Pedagogica y Tecnologica de Colombia	1
universidad-politecnica-de-valencia	9	Universidad Politecnica de Valencia	1
universidad-politecnica-salesiana	1	Universidad Politecnica Salesiana	1
universidad-pompeu-fabra	1	Universidad Pompeu Fabra	1
universidad-pontificia-comillas	1	Universidad Pontificia Comillas	1
universidad-pontificia-de-salamanca-servicio-de-publicaciones	1	Universidad Pontificia de Salamanca, Servicio de Publicaciones	1
universidad-simon-bolivar	3	Universidad Simon Bolivar	1
universidade-catolica-portuguesa	1	Universidade Catolica Portuguesa	1
universidade-catolica-portuguesa-centro-de-estudos-de-historia-religiosa	1	Universidade Catolica Portuguesa, Centro de Estudos de Historia Religiosa	1
universidade-da-beira-interior	1	Universidade da Beira Interior	1
universidade-da-coruna	1	Universidade da Coruna	1
universidade-de-aveiro	1	Universidade de Aveiro	1
universidade-de-brasilia	3	Universidade de Brasilia	1
universidade-de-coimbra	3	Universidade de Coimbra	1
universidade-de-coimbra-faculdade-de-letras	3	Universidade de Coimbra - Faculdade de Letras	1
universidade-de-coimbra-instituto-de-historia-economica-e-social	1	Universidade de Coimbra, Instituto de Historia Economica e social	1
universidade-de-lisboa	2	Universidade de Lisboa	1
universidade-de-minas-gerais	1	Universidade de Minas Gerais	1
universidade-de-minas-gerais-faculdade-de-odontologia	1	Universidade De Minas Gerais. Faculdade De Odontologia	1
universidade-de-santiago-de-compostela	3	Universidade de Santiago de Compostela	1
universidade-de-sao-paulo	33	Universidade De Sao Paulo	2
universidade-de-taubate	1	Universidade de Taubate	1
universidade-de-vigo-facultad-de-ciencias-de-la-educacion-y-del-deporte	1	Universidade de Vigo - Facultad de Ciencias de la Educacion y del Deporte	1
universidade-de-vigo-faculty-of-science	1	Universidade de Vigo, Faculty of Science	1
universidade-do-brasil	2	Universidade do Brasil	1
universidade-do-estado-de-santa-catarina	1	Universidade Do Estado de Santa Catarina	1
universidade-do-estado-do-rio-de-janeiro	2	Universidade do Estado do Rio de Janeiro	1
universidade-do-minho	1	Universidade do Minho	1
universidade-do-porto-faculdade-de-engenharia	1	Universidade do Porto - Faculdade de Engenharia	1
universidade-do-vale-do-rio-dos-sinos	5	Universidade do Vale do Rio dos Sinos	1
universidade-do-vale-do-rio-dos-sinos-unisinos	2	Universidade do Vale do Rio dos Sinos (UNISINOS)	1
universidade-estadual-de-campinas	2	Universidade Estadual de Campinas	1
universidade-estadual-de-campinas-instituto-de-filosofia-e-ciencias-humanas-pagu-centro-de-estudos-de-genero	1	Universidade Estadual de Campinas, Instituto de Filosofia e Ciencias Humanas, Pagu, Centro de Estudos de Genero	1
universidade-estadual-de-campinas-unicamp-centro-de-logica-epistemologia-e-historia-da-ciencia	1	Universidade Estadual de Campinas - UNICAMP, Centro de Logica, Epistemologia e Historia da Ciencia	1
universidade-estadual-de-londrina	1	Universidade Estadual de Londrina	1
universidade-estadual-de-maringa	11	Universidade Estadual de Maringa	1
universidade-estadual-de-ponta-grossa	1	Universidade Estadual de Ponta Grossa	1
universidade-estadual-do-oeste-do-parana	1	Universidade Estadual do Oeste do Parana	1
universidade-estadual-paulista-institute-of-science-and-technology-of-sao-jose-dos-campo	1	Universidade Estadual Paulista, Institute of Science and Technology of Sao Jose dos Campo	1
universidade-estadual-paulista-unesp	13	Universidade Estadual Paulista - UNESP	2
universidade-federal-da-bahia	2	Universidade Federal da Bahia	1
universidade-federal-da-paraiba	1	Universidade Federal da Paraiba	1
universidade-federal-da-paraiba-centro-de-ciencias-e-tecnologia-departamento-de-engenharia-agricola	1	Universidade Federal da Paraiba, Centro de Ciencias e Tecnologia, Departamento de Engenharia Agricola	1
universidade-federal-de-campina-grande	1	Universidade Federal de Campina Grande	1
universidade-federal-de-goias-ufg	5	Universidade Federal De Goias (UFG)	1
universidade-federal-de-lavras	2	Universidade Federal de Lavras	1
universidade-federal-de-lavras-departamento-de-estatistica	1	Universidade Federal de Lavras -Departamento de Estatistica	1
universidade-federal-de-mato-grosso-do-sul-departamento-de-quimica	1	Universidade Federal de Mato Grosso do Sul, Departamento de Quimica	1
universidade-federal-de-minas-gerais	8	Universidade Federal de Minas Gerais	1
universidade-federal-de-minas-gerais-faculdade-de-letras	2	Universidade Federal de Minas Gerais, Faculdade de Letras	1
universidade-federal-de-pernambuco	1	Universidade Federal de Pernambuco	1
universidade-federal-de-santa-catarina	9	Universidade Federal de Santa Catarina	1
universidade-federal-de-santa-maria	1	Universidade Federal de Santa Maria	1
universidade-federal-de-sao-carlos	3	Universidade Federal de Sao Carlos	1
universidade-federal-de-sao-paulo	1	Universidade Federal de Sao Paulo	1
universidade-federal-de-vicosa	2	Universidade Federal De Vicosa	1
universidade-federal-do-ceara	2	Universidade Federal do Ceara	1
universidade-federal-do-estado-do-rio-de-janeiro-programa-de-pos-graduacao-em-historia	1	Universidade Federal do Estado do Rio de Janeiro, Programa de Pos-Graduacao em Historia	1
universidade-federal-do-parana	10	Universidade Federal do Parana	1
universidade-federal-do-rio-de-janeiro	9	Universidade Federal do Rio de Janeiro	1
universidade-federal-do-rio-de-janeiro-ufrj	1	Universidade Federal do Rio de Janeiro - UFRJ	1
universidade-federal-do-rio-grande-do-norte	1	Universidade Federal do Rio Grande do Norte	1
universidade-federal-do-rio-grande-do-sul	10	Universidade Federal do Rio Grande do Sul	1
universidade-federal-do-rio-grande-do-sul-faculdade-de-educacao	1	Universidade Federal do Rio Grande do Sul,Faculdade de Educacao	1
universidade-federal-do-rio-grande-do-sul-instituto-de-fisica	1	Universidade Federal do Rio Grande do Sul, Instituto de Fisica	1
universidade-federal-fluminense	1	Universidade Federal Fluminense	1
universidade-federal-rural-de-pernambuco	4	Universidade Federal Rural de Pernambuco	1
universidade-federal-rural-do-rio-de-janeiro-instituto-de-florestas	1	Universidade Federal Rural do Rio de Janeiro, Instituto de Florestas	1
universidade-federal-rural-do-semi-arido	1	Universidade Federal Rural do Semi-Arido	1
universidade-feevale	1	Universidade Feevale	1
universidade-lusofona-de-humanidades-e-tecnologias	1	Universidade Lusofona de Humanidades e Tecnologias	1
universidade-metodista-de-piracicaba	1	Universidade Metodista de Piracicaba	1
universidade-nova-de-lisboa	1	Universidade nova de Lisboa	1
universidade-nova-de-lisboa-center-for-media-research-and-journalism	1	Universidade Nova de Lisboa - Center for Media Research and Journalism	1
universidade-nove-de-julho-uninove	2	Universidade Nove de Julho-UNINOVE	1
universidade-of-sao-paulo-faculty-of-philosophy-languages-and-literature-and-human-sciences	1	Universidade of Sao Paulo, Faculty of Philosophy, Languages and Literature, and Human Sciences	1
universidade-sao-francisco	1	Universidade Sao Francisco	1
universimed	1	Universimed	1
universita-cattolica-del-sacro-cuore	2	Universita Cattolica del Sacro Cuore	1
universita-degli-studi-di-bari	1	Universita degli Studi di Bari	1
universita-degli-studi-di-milano	5	Universita degli Studi di Milano	1
universita-degli-studi-di-napoli	2	Universita degli Studi di Napoli	1
universita-degli-studi-di-parma	1	Universita degli Studi di Parma	1
universita-degli-studi-di-pavia	1	Universita degli Studi di Pavia	1
universita-degli-studi-di-roma-la-sapienza	2	"Universita degli Studi di Roma ""La Sapienza"""	1
universita-degli-studi-di-roma-tor-vergata	1	Universita degli Studi di Roma Tor Vergata	1
universita-degli-studi-di-siena	1	Universita degli Studi di Siena	1
universita-degli-studi-di-torino-facolta-di-lingue-e-letterature-straniere	1	Universita degli Studi di Torino, Facolta di Lingue e Letterature Straniere	1
universita-degli-studi-di-trieste	3	Universita degli Studi di Trieste	1
universita-degli-studi-roma-tre	1	Universita degli studi Roma Tre	1
universita-di-bologna	2	Universita di Bologna	1
universita-di-bologna-dipartimento-di-beni-culturali-alma-mater-studiorum	1	Universita di Bologna, Dipartimento di Beni Culturali, Alma Mater Studiorum	1
universita-di-catania	1	Universita di Catania	1
universita-di-firenze-dipartimento-di-storia-archeologia-geografia-arte-e-spettacolo	1	Universita di Firenze, Dipartimento di Storia, Archeologia, Geografia, Arte e Spettacolo	1
universita-di-palermo	2	Universita di Palermo	1
universita-di-roma	1	Universita di Roma	1
universita-di-torino	1	Universita di Torino	1
universita-gregoriana-editrice	1	Universita Gregoriana Editrice	1
universita-mediterranea-di-reggio-calabria	1	Universita Mediterranea di Reggio Calabria	1
universita-palackeho-olomouc	2	Universita Palackeho Olomouc	1
universitad-politecnica-de-valencia	2	Universitad Politecnica de Valencia	1
universitaet-erlangen-nuemberg	1	Universitaet Erlangen - Nuemberg	1
universitaet-heidelberg	1	Universitaet Heidelberg	1
universitaet-kiel	1	Universitaet Kiel	1
universitaet-zu-koeln	1	Universitaet Zu Koeln	1
universitaetsbuchhandlung-muehlau	1	Universitaetsbuchhandlung Muehlau	1
universitaetsverlag-winter-gmbh	7	Universitaetsverlag Winter GmbH	1
universitaire-des-sciences-agronomiques	1	Universitaire des Sciences Agronomiques	1
universitaria-publishing-house-university-of-craiova	2	Universitaria Publishing House, University of Craiova	1
universitas-ahmad-dahlan	2	Universitas Ahmad Dahlan	1
universitas-ahmad-dahlan-faculty-of-publich-health	1	Universitas Ahmad Dahlan - Faculty of Publich Health	1
universitas-carolina-pragensis	1	Universitas Carolina Pragensis	1
universitas-gadjah-mada-faculty-of-biology	1	Universitas Gadjah Mada, Faculty of Biology	1
