scopus_id	issn_type	issn	linking_issn
87513	print	0800-2789	0800-2789
87522	print	8756-1689	8756-1689
87523	print	1011-6974	1011-6974
87538	print	0366-1334	0366-1334
87548	print	0340-7047	0340-7047
87560	print	0195-7775	0195-7775
87584	print	1001-1749	1001-1749
87615	print	0090-3507	0090-3507
87618	print	1069-5850	1069-5850
87636	print	0268-0882	0268-0882
87639	print	0091-3960	0091-3960
87644	print	0324-8763	0324-8763
87645	print	0267-1689	0267-1689
87661	print	0186-5897	0186-5897
87663	print	0960-3131	0960-3131
87675	print	0886-9456	0886-9456
87695	print	0039-4025	0039-4025
87707	print	0791-7945	0791-7945
87708	electronic	1913-5440	0833-2207
87708	print	0833-2207	0833-2207
87716	print	0823-0269	0823-0269
87723	electronic	1588-4082	1588-385X
87723	print	1588-385X	1588-385X
87754	print	0266-996X	0266-996X
87757	print	0028-7318	0028-7318
87774	print	1004-4388	1004-4388
87779	print	1369-8869	1369-8869
87803	print	0028-8349	0028-8349
87819	print	0035-1520	0035-1520
87828	print	0392-8764	0392-8764
87849	print	1648-6897	1648-6897
87861	print	1410-7767	1410-7767
87877	print	0148-8562	0148-8562
87878	electronic	1573-3645	1041-3545
87878	print	0278-9523	0278-9523
87880	print	0363-468X	0363-468X
87881	print	1012-9545	1012-9545
87893	print	0736-7260	0736-7260
87906	print	0307-4749	0307-4749
87925	print	0028-6176	0028-6176
87926	print	0080-2077	0080-2077
87931	print	0197-1859	0197-1859
87936	print	1003-6059	1003-6059
87944	print	0028-7822	0028-7822
87967	print	0096-7238	0096-7238
87978	print	0149-2640	0149-2640
87991	print	0259-1278	0259-1278
88000	print	1017-995X	1017-995X
88041	print	0300-8673	0300-8673
88044	print	0026-0541	0026-0541
88047	print	8755-9668	1878-075X
88048	print	1300-7475	1300-7475
88061	print	1367-8523	1367-8523
88099	print	1172-7039	1172-7039
88105	print	0254-9034	0254-9034
88128	print	0091-2379	0091-2379
88130	print	0890-9768	0890-9768
88143	print	0163-5565	0163-5565
88145	print	0365-7302	0365-7302
88147	print	0019-5308	0019-5308
88162	print	0003-2786	0003-2786
88196	print	0278-0720	0278-0720
88198	print	0896-582X	0896-582X
88202	print	0340-4560	0340-4560
88206	print	1226-0282	1226-0282
88209	print	0885-0259	0885-0259
88221	print	0260-5317	0260-5317
88257	print	1120-3560	1120-3560
88290	print	0800-2606	0800-2606
88307	print	0090-4201	0090-4201
88311	print	1619-1919	1619-1919
88313	print	0163-9633	0163-9633
88320	print	0270-3009	0270-3009
88327	print	0079-3949	0079-3949
88328	print	0938-8028	0938-8028
88331	print	1321-7844	1321-7844
88338	print	0896-6966	0896-6966
88345	electronic	1573-2916	0925-5001
88345	print	0925-5001	0925-5001
88365	print	0049-6839	
88376	print	0223-5706	0223-5706
88394	print	0029-781X	0029-781X
88408	print	0075-9422	0075-9422
88420	print	0015-8178	0015-8178
88439	print	1528-4840	1528-4840
88442	print	0750-7186	0750-7186
88444	print	0430-3393	0430-3393
88463	print	0743-6726	0743-6726
88469	print	0160-273X	0160-273X
88508	print	1358-8672	1358-8672
88509	electronic	1550-2740	0890-037X
88509	print	0890-037X	0890-037X
88519	print	1677-2598	0006-6117
88530	print	1522-2888	1522-2888
88538	print	1582-3296	1582-3296
88542	print	0009-2592	0009-2592
88582	print	0275-3723	0275-3723
88586	electronic	1477-9552	0021-857X
88586	print	0021-857X	0021-857X
88614	print	1340-2781	0368-5977
88628	print	1381-2424	1381-2424
88636	print	0934-4373	0934-4373
88653	print	0816-8261	0816-8261
88684	print	0768-7559	0768-7559
88685	print	0559-8680	0559-8680
88686	print	1612-2771	1612-2771
88747	print	0077-0922	0077-0922
88825	print	0882-5696	0882-5696
88827	print	0191-3905	0191-3905
88840	print	0755-3692	0755-3692
88845	print	1522-9580	
88848	print	0277-7746	0277-7746
88850	print	0253-2417	0253-2417
88860	print	0019-5081	0019-5081
88861	print	1074-2395	1074-2395
88865	electronic	2153-0033	2153-0025
88865	print	2153-0025	2153-0025
88871	print	0968-1655	0968-1655
88881	print	0065-5589	0065-5589
88898	print	0559-1996	0559-1996
88900	print	1433-0148	1433-0148
88903	print	0956-2257	0956-2257
88934	electronic	1548-7725	1548-7717
88934	print	1548-7717	1548-7717
88939	electronic	1687-949X	1687-9481
88939	print	1687-9481	1687-9481
88962	print	0036-5505	0036-5505
88966	print	0223-4335	0223-4335
88974	print	0818-0164	0818-0164
88986	print	0266-6502	0266-6502
88995	print	0191-3581	0191-3581
88997	print	0970-3012	0970-3012
89029	print	1048-1990	1048-1990
89035	print	0740-9982	0740-9982
89037	print	0023-2815	0023-2815
89041	print	0020-7713	0020-7713
89050	print	0014-7664	
89073	print	0306-0233	0306-0233
89079	print	0888-8418	0888-8418
89083	print	1008-6234	1008-6234
89085	print	0275-8687	0275-8687
89100	print	0300-158X	0300-158X
89112	print	0014-3316	0014-3316
89119	print	0567-9877	0567-9877
89120	print	1067-2583	1067-2583
89125	print	0816-4460	0816-4460
89126	print	0007-2680	0007-2680
89133	print	0747-7376	0747-7376
89134	print	1025-5818	1025-5818
89153	print	0035-3469	0035-3469
89160	print	0001-6284	0001-6284
89172	print	0080-2913	0080-2913
89175	electronic	1548-1492	0161-7761
89175	print	0161-7761	0161-7761
89180	print	0724-7842	0724-7842
89188	print	0008-3399	0008-3399
89197	print	0173-2129	0173-2129
89209	print	1540-0360	1540-0360
89230	print	0177-4832	0177-4832
89245	print	0142-0968	0142-0968
89248	print	0016-4119	0016-4119
89256	print	1011-2499	1011-2499
89263	print	0079-4457	0079-4457
89267	print	0378-6358	0378-6358
89268	print	0506-4287	0506-4287
89284	print	0033-0205	0033-0205
89299	print	0102-3098	0102-3098
89300	print	0367-1488	0367-1488
89305	print	0254-0029	0254-0029
89308	print	0260-4450	0260-4450
89328	print	0146-8197	0146-8197
89331	print	1551-8418	1551-8418
89354	print	0007-9308	0007-9308
89363	print	0275-6323	0275-6323
89392	print	0033-5134	0033-5134
89410	print	1450-2267	
89440	print	1672-0229	1672-0229
89452	print	0010-728X	0010-728X
89456	print	0724-9004	0724-9004
89461	print	0342-2062	0342-2062
89462	print	1062-6417	1062-6417
89465	print	1040-550X	1040-550X
89481	print	0332-544X	0332-544X
89484	print	0253-3170	0253-3170
89489	print	0042-8841	0042-8841
89538	print	1006-7329	1006-7329
89546	print	0049-1071	0049-1071
89557	print	0010-7832	0010-7832
89563	print	0197-9981	0197-9981
89583	print	0959-8332	0959-8332
89594	print	0570-6955	0570-6955
89596	print	0385-0161	0385-0161
89597	print	1063-7109	1063-7109
89604	print	0015-3990	0015-3990
89611	print	1042-749X	1042-749X
89612	print	1076-2191	1076-2191
89613	print	0017-0267	0017-0267
89630	print	0946-5146	0946-5146
89646	print	0361-5952	0361-5952
89651	print	1684-7075	1684-7075
89667	print	1042-9565	1042-9565
89669	print	1000-8616	1000-8616
89671	print	0036-5041	0036-5041
89679	print	0143-2060	0143-2060
89682	print	0941-2905	0941-2905
89685	print	0006-9337	0006-9337
89746	print	0884-7339	0884-7339
89750	print	0564-1217	0564-1217
89753	print	0075-7209	0075-7209
89762	electronic	1303-6181	1300-0128
89762	print	1300-0128	1300-0128
89788	print	0210-8984	0210-8984
89796	print	0341-1052	0341-1052
89801	print	0391-4089	0391-4089
89811	print	0366-256X	0366-256X
89829	print	0307-6792	0307-6792
89833	print	1324-3780	1324-3780
89836	print	0025-7303	0025-7303
89856	print	0888-319X	0888-319X
89862	print	0028-6435	0028-6435
89894	print	1173-0250	1173-0250
89916	print	0809-0432	0809-0432
89920	print	0093-4488	0093-4488
89929	print	0193-306X	0193-306X
89932	print	0337-0208	0337-0208
89948	print	0094-369X	0094-369X
89958	print	1096-2190	1879-0232
89963	print	0989-8972	0989-8972
89994	print	0949-166X	0949-166X
90017	electronic	1600-0544	1397-5927
90017	print	1397-5927	1397-5927
90031	print	1065-609X	1026-809X
90036	print	0883-9743	0883-9743
90041	electronic	1550-2759	0043-1745
90041	print	0043-1745	0043-1745
90046	print	0892-676X	0892-676X
90056	print	1082-7579	1082-7579
90071	print	0021-129X	0021-129X
90072	print	0091-6536	0091-6536
90077	print	0145-6245	0145-6245
90078	print	1013-7785	1013-7785
90102	print	1322-4913	1833-3583
90127	print	0020-7322	0020-7322
90154	print	0258-5979	0258-5979
90166	print	0042-5281	0042-5281
90173	print	0012-6772	0012-6772
90184	print	0882-3510	0882-3510
90210	print	0340-2649	0340-2649
90211	print	1341-3473	1341-3473
90215	print	0097-2762	0097-2762
90223	electronic	1467-3010	1467-3010
90223	print	1471-9827	1467-3010
90232	print	0301-6226	0301-6226
90251	print	0268-4535	0268-4535
90265	print	0098-843X	0098-843X
90268	print	0094-7768	0094-7768
90291	print	0892-8967	0892-8967
90300	electronic	1421-9999	1021-7096
90300	print	1021-7096	1021-7096
90334	print	0097-0115	0097-0115
90347	print	0103-3212	0103-3212
90360	print	1472-5363	1472-5363
90361	print	1470-5826	1470-5826
90365	print	1052-1062	1052-1062
90374	print	0264-0821	0264-0821
90379	print	0001-5784	0001-5784
90390	print	0270-3661	0270-3661
90391	print	0095-9006	0095-9006
90406	print	0096-2732	0096-2732
90415	print	0044-295X	0044-295X
90416	electronic	1875-7987	0921-5956
90416	print	0921-5956	0921-5956
90436	print	0004-461X	0004-461X
90456	print	0952-7648	0952-7648
90479	print	1054-9692	1054-9692
90482	print	0350-2058	0350-2058
90492	print	0015-5004	0015-5004
90522	print	0918-4597	0918-4597
90543	print	0004-010X	0004-010X
90549	electronic	1469-9710	0142-6397
90549	print	0142-6397	0142-6397
90575	print	0884-8181	0884-8181
90601	print	0379-8070	0379-8070
90611	print	0738-6974	0738-6974
90628	print	0952-0619	0952-0619
90630	print	0016-1152	0016-1152
90650	print	0254-0150	0254-0150
90653	print	1068-1124	1068-1124
90654	electronic	0455-0595	0455-0595
90654	print	1068-3356	1068-3356
90656	print	0301-2514	0301-2514
90677	print	0957-767X	0957-767X
90696	print	0271-4043	0271-4043
90704	print	1521-4613	1521-4613
90717	print	0342-1147	0342-1147
90730	print	0121-618X	0121-618X
90746	print	1527-3547	1527-3547
90751	print	0093-7312	0093-7312
90756	print	0305-7399	0305-7399
90782	print	1464-0139	1464-0139
90791	print	0269-8951	0269-8951
90811	print	1026-2954	1026-2954
90820	print	1046-4352	1046-4352
90837	print	0066-2267	0066-2267
90851	electronic	2007-4085	2007-4085
90851	print	0185-4542	2007-4085
90890	print	1095-7863	1095-7863
90901	print	8756-7253	8756-7253
90906	print	1001-246X	1001-246X
90913	print	0045-4850	0045-4850
90917	print	0044-359X	0044-359X
90963	print	1272-9949	1272-9949
90965	print	1060-278X	1060-278X
90975	print	0161-1364	0161-1364
90979	print	1006-7248	1006-7248
91010	print	0002-3027	0002-3027
91016	print	0109-2502	0109-2502
91019	print	0022-1805	0022-1805
91066	print	0160-8266	0160-8266
91067	print	0090-5046	0090-5046
91092	print	0007-1110	0007-1110
91093	print	0098-4329	0098-4329
91128	print	0300-8738	
91139	print	0377-7936	0377-7936
91157	print	0342-2836	0342-2836
91169	print	1137-0351	1137-0351
91186	print	0003-9128	0003-9128
91187	print	0371-0394	0371-0394
91193	print	0364-2771	0364-2771
91247	print	1011-6583	1011-6583
91248	print	0253-0465	0253-0465
91257	print	0167-5826	0167-5826
91302	electronic	1749-6292	0305-5477
91302	print	0305-5477	0305-5477
91307	print	0261-7277	0261-7277
91309	print	0304-4157	0304-4157
91317	print	0843-5812	0843-5812
91324	print	0953-1432	0953-1432
91333	print	0375-3050	0375-3050
91335	print	0955-3681	
91337	print	0885-257X	0885-257X
91349	print	0739-9413	0739-9413
91364	print	1126-9510	1126-9510
91365	print	0945-1145	0945-1145
91366	print	0306-8854	0306-8854
91371	electronic	1532-2106	
91371	print	0962-4562	0962-4562
91394	print	0096-557X	0096-557X
91400	print	0250-636X	0250-636X
91409	print	0037-7740	0037-7740
91431	print	0250-4766	0250-4766
91438	print	0272-457X	0272-457X
91466	print	0260-6518	0260-6518
91467	print	0300-1318	0300-1318
91478	print	0550-4031	0550-4031
91481	print	1028-8945	1028-8945
91488	print	0015-816X	0015-816X
91494	print	0364-2755	0364-2755
91500	print	0007-4640	0007-4640
91506	print	0099-037X	0099-037X
91514	print	0363-2792	0363-2792
91528	print	1024-5359	1024-5359
91534	print	1080-5737	1080-5737
91547	print	1076-0431	1076-0431
91553	print	1362-2013	1362-2013
91564	print	0274-631X	0274-631X
91579	print	0472-5131	0472-5131
91585	print	1402-2915	1402-2915
91590	print	1282-4038	1282-4038
91633	print	0022-4081	
91636	print	1096-7508	1096-7508
91663	print	0346-6612	0346-6612
91676	print	0048-2064	0048-2064
91685	print	0016-7738	0016-7738
91707	print	1054-8505	1054-8505
91711	print	0249-6291	0249-6291
91716	print	0898-1647	0898-1647
91718	print	1015-0684	1015-0684
91727	print	1512-8601	1512-8601
91730	print	0922-5773	0922-5773
91730	print	1387-5485	1387-5485
91731	print	0078-4850	0078-4850
91744	print	0011-8648	0011-8648
91770	print	1066-9442	1066-9442
91780	print	0391-7029	0391-7029
91792	print	0304-4750	0304-4750
91796	electronic	2196-1042	1723-7785
91796	print	1723-7785	1723-7785
91803	electronic	2197-7178	1431-1933
91803	print	1431-1933	1431-1933
91833	print	0743-1066	0743-1066
91843	print	0164-0534	0164-0534
91850	print	0377-4988	0377-4988
91858	print	0095-8522	0095-8522
91870	print	1470-9252	1470-9252
91878	print	1028-5938	1028-5938
91880	print	0001-6578	0001-6578
91887	print	1049-2615	1049-2615
91890	print	0261-8028	0261-8028
91900	print	1094-5695	1094-5695
91902	print	0301-7664	0301-7664
91934	print	0037-8968	0037-8968
91941	electronic	1470-1375	0043-8243
91941	print	0043-8243	0043-8243
91952	print	1098-7126	1098-7126
91953	print	1226-0061	1226-0061
91954	print	0735-1232	0735-1232
91959	print	0138-0125	0138-0125
91994	print	0048-2986	0048-2986
91996	print	0037-9646	0037-9646
92001	print	0378-9497	0378-9497
92003	print	0361-5987	0361-5987
92006	print	0258-798X	0258-798X
92037	print	1070-3241	1070-3241
92049	print	1016-2372	1016-2372
92090	print	0871-2379	0871-2379
92091	print	0266-6154	0266-6154
92094	print	0449-3087	0449-3087
92095	print	0096-0446	0096-0446
92109	print	0723-1520	0723-1520
92125	print	0895-2809	0895-2809
92127	print	0955-8209	0955-8209
92155	print	1028-0979	1028-0979
92166	print	0921-4488	0921-4488
92173	print	0931-1955	0931-1955
92177	print	0021-5279	0021-5279
92191	print	0369-5808	0369-5808
92201	print	1560-408X	1560-408X
92233	print	1558-6847	1558-6847
92239	print	0920-2307	0920-2307
92247	print	1081-7050	1081-7050
92258	print	0194-5181	0194-5181
92260	print	0174-7371	0174-7371
92266	electronic	1816-3459	1816-3459
92266	print	1816-8957	1816-3459
92280	print	0892-4635	0892-4635
92283	print	0032-0005	0032-0005
92285	print	0891-737X	0891-737X
92288	print	1055-6699	1055-6699
92294	print	1089-3156	1089-3156
92301	print	0048-8585	0048-8585
92323	print	0100-0004	0100-0004
92340	print	0899-0956	0899-0956
92381	print	0556-9672	0556-9672
92397	print	0013-9173	0013-9173
92423	print	1021-5182	1021-5182
92424	print	0377-502X	
92460	print	0360-4004	0360-4004
92464	print	1522-3949	1522-3949
92466	print	0970-8928	0970-8928
92475	print	0438-9573	0438-9573
92488	print	1386-3509	1386-3509
92504	print	0945-8077	0945-8077
92513	print	0346-8577	0346-8577
92518	print	0077-0914	0077-0914
92544	print	0035-6069	
92555	print	0419-0238	0419-0238
92557	print	0002-8185	0002-8185
92567	print	0031-9325	0031-9325
92584	print	0275-7257	0275-7257
92611	print	1453-5424	1453-5424
92651	print	0096-5995	0096-5995
92658	print	0038-5239	0038-5239
92667	print	1034-6783	1034-6783
92682	print	0002-8010	0002-8010
92697	print	0892-1059	0892-1059
92698	print	0365-5660	0365-5660
92704	print	1384-6574	1384-6574
92705	print	0168-7336	0168-7336
92706	print	1428-5851	1428-5851
92725	print	1192-5612	1192-5612
92728	print	0044-3727	0044-3727
92738	electronic	1573-7748	1092-7697
92738	print	1092-7697	1092-7697
92740	print	0148-9836	0148-9836
92766	print	0133-6215	0133-6215
92767	print	0378-2735	
92771	print	1592-3894	1592-3894
92785	print	0038-5832	0038-5832
92793	print	1353-5226	1353-5226
92832	print	1055-7288	1055-7288
92853	print	0025-5394	0025-5394
92855	print	1053-4725	1053-4725
92856	print	0027-8629	0027-8629
92865	print	0024-9947	0024-9947
92891	print	1526-8012	1526-4572
92906	print	0103-1759	0103-1759
92909	print	0745-6999	0745-6999
92912	print	0891-3250	0891-3250
92917	print	0732-0515	0732-0515
92919	print	0269-7475	0269-7475
92933	print	8750-149X	8750-149X
92944	print	1076-2809	1076-2809
92949	print	0491-1377	0491-1377
92981	print	1086-900X	1086-900X
92990	print	0048-8089	0048-8089
92995	print	0001-5687	0001-5687
93035	print	1171-0195	1171-0195
93038	print	1104-5825	1104-5825
93052	print	0007-098X	0007-098X
93057	print	0012-0790	0012-0790
93074	print	1279-8479	1279-8479
93082	print	1352-7797	1352-7797
93097	print	0281-0999	0281-0999
93102	print	1027-2658	1027-2658
93135	print	0269-0977	0269-0977
93143	print	1564-2984	1564-2984
93144	print	1016-3190	1016-3190
93156	print	0340-3920	0340-3920
93167	print	0143-7127	0143-7127
93179	print	0899-9287	0899-9287
93180	print	1547-6278	1547-6278
93185	print	0893-102X	0893-102X
93191	print	1210-7182	1210-7182
93217	electronic	2093-5609	1225-505X
93217	print	1225-505X	1225-505X
93220	print	1001-6279	1001-6279
93292	print	0161-6439	0161-6439
93306	print	0362-1626	0362-1626
93317	print	0258-1221	0258-1221
93319	print	0743-1686	0743-1686
93325	print	0104-5652	0104-5652
93340	print	0553-2469	0553-2469
93356	print	0044-3379	0044-3379
93366	print	0036-7885	0036-7885
93395	print	0943-0938	0943-0938
93407	print	0031-935X	0031-935X
93408	print	0348-5196	0348-5196
93433	print	1608-9693	1608-9693
93443	print	0317-7645	0317-7645
93456	print	0007-4985	0007-4985
93510	print	1767-4417	1767-4417
93511	print	1016-5169	1016-5169
93516	print	1811-2382	1555-614X
93520	print	0368-6698	0368-6698
93523	print	0033-8176	0033-8176
93529	print	0142-0356	0142-0356
93545	print	1794-3396	1794-3396
93552	print	1014-8485	1014-8485
93553	print	1052-0600	1052-0600
93558	print	1076-2825	1076-2825
93574	print	0002-7103	0002-7103
93576	print	1533-2292	1533-2292
93592	print	1470-3556	1470-3556
93593	print	0265-928X	0265-928X
93597	print	0189-0565	0189-0565
93599	electronic	1521-0405	0890-3069
93599	print	1532-4982	1532-4982
93606	print	0745-4538	0745-4538
93609	print	1009-3079	1009-3079
93617	print	0285-726X	0285-726X
93618	print	1008-7125	1008-7125
93633	print	0035-3299	0035-3299
93655	print	1331-2758	1331-2758
93679	print	1046-0764	1046-0764
93693	print	0341-1362	0341-1362
93696	print	0026-4741	0026-4741
93709	print	0077-5630	0077-5630
93710	print	0255-7983	0255-7983
93711	print	1433-5719	1433-5719
93714	print	1060-9172	1060-9172
93729	print	1000-3762	1000-3762
93761	print	8756-8470	8756-8470
93788	print	0838-1925	0838-1925
93792	print	0034-5180	0034-5180
93805	print	0952-6900	0952-6900
93810	print	0730-9546	0730-9546
93815	print	0368-3001	0368-3001
93822	print	0025-4045	0025-4045
93867	print	0012-7515	0012-7515
93879	print	1073-6077	1073-6077
93884	print	0300-4953	0300-4953
93890	print	0266-1330	0266-1330
93900	print	0570-1732	0570-1732
93906	print	0913-7556	0913-7556
93910	print	0734-7510	0734-7510
93920	print	0032-0714	0032-0714
93925	print	0736-4822	0736-4822
93949	print	0733-9135	0733-9135
93960	print	1352-237X	1352-237X
93965	print	0023-0162	0023-0162
93967	print	0018-2222	0018-2222
