scopus_id	homepage
12524	http://www.ajol.info/journal_index.php?ab=ajas
12525	http://scielo.isciii.es/scielo.php?script=sci_issues&pid=0378-4835&lng=en&nrm=iso
12528	http://www.blackwellpublishing.com/journal.asp?ref=0141-6707
12530	http://www.springeronline.com/journal/10269/about
12531	http://theoncologist.alphamedpress.org/
12537	http://jen.sagepub.com/
12538	http://www.nature.com/ejcn/
12539	http://www.springeronline.com/journal/00394/about
12542	http://escholarship.org/uc/ucb_crp_bpj
12545	http://www.dolor.es/
12547	http://www.blackwellpublishing.com/journal.asp?ref=0004-8666
12548	http://wlxb.periodicals.net.cn/
12549	http://www.sciencedirect.com/science/journal/14700328
12550	http://www.biomedcentral.com/1471-2393/
12551	http://www.sciencedirect.com/science/journal/15216934
12552	http://www.cancernetwork.com/
12554	http://www.karger.com/ocl
12559	http://www.karger.com/bon
12560	http://www.blackwellpublishing.com/journal.asp?ref=0730-7659
12561	http://www.mesharpe.com/mall/results1.asp?ACR=clg
12566	http://www.saber.ula.ve/regeoven/
12568	http://www.spandidos-publications.com/or/
12571	http://www.springeronline.com/journal/10894/about
12572	http://www.inmm.org/publications/journal.cfm
12574	http://www.iop.org/Journals/JRP
12575	http://www.unu.edu/unupress/food/Unupress.htm#bulletin
12576	http://mhsrvweb.medhyg.ch/revues/r_premiere.php4?revue=1
12577	http://www.rri.kyoto-u.ac.jp/en/PUB/index.html
12578	http://www.sciencedirect.com/science/journal/16245687
12579	http://www.jstage.jst.go.jp/browse/jshpreview/
12582	http://www.hanser.de/zeitschriften/index.asp?fz_id=2438111449-921&task=010
12584	http://www.informaworld.com/openurl?genre=journal&issn=03602532
12585	http://kzllyyy.periodicals.net.cn/
12590	http://www.mpil-ploen.mpg.de/mpiltj.htm
12593	http://www.cognizantcommunication.com/filecabinet/Oncology/onc.htm
12595	http://www.sciencedirect.com/science/journal/09609776
12596	http://www.iospress.nl/html/08886008.php
12597	http://www.bioone.org/bioone/?request=get-moreinfo&issn=0002-7685
12598	http://www.sciencedirect.com/science/journal/1043321X
12599	http://www.blackwellpublishing.com/journal.asp?ref=1075-122X
12600	http://www.springeronline.com/journal/00761/about
12601	http://www.almamedia.com.pl/czasopismo.php?id=5
12602	http://www.interscience.wiley.com/jpages/1042-0533/
12603	http://iga.ujf-grenoble.fr/territoires/editions/RGA/Numeros-RGA.htm
12604	http://www.journals.uchicago.edu/openurl?genre=journal&stitle=an
12605	http://www.karger.com/onk
12607	http://www.rjgeo.ro/index.html
12609	http://www.rivistageograficaitaliana.it/
12611	http://www.sciencedirect.com/science/journal/13687646
12613	http://www.duodecim.fi/terveysportti/dlehti2.koti
12615	http://www.biomedcentral.com/1476-5918/
12616	http://www.editorialugr.com/index.php3?accion=ficha&isbn=02119536
12621	http://www.rsmpress.co.uk/jbms.htm
12622	http://lawreview.als.edu/
12625	http://www.cme.hu/
12626	http://www.clsjep.cz/en/nts/casop/gynekologie/gynekologie.asp
12628	http://www.sciencedirect.com/science/journal/13688375
12629	http://www.maik.rssi.ru/cgi-bin/list.pl?page=izvgeo
12634	http://www.springerlink.com/openurl.asp?genre=journal&eissn=1573-3823
12635	http://www.ajol.info/journal_index.php?ab=eamj
12636	http://wwwsoc.nii.ac.jp/aesj/publication/TAESJ2005cont.htm
12637	http://ius.uwinnipeg.ca/cjur_overview.html
12638	http://ejm.yyu.edu.tr/old/
12641	http://dialnet.unirioja.es/servlet/revista?tipo_busqueda=CODIGO&clave_revista=7843
12642	http://www.sciencedirect.com/science/journal/0210573X
12644	http://www.irog.net/
12645	http://content.wkhealth.com/linkback/openurl?issn=0009-9201
12646	http://www.webio.hu/por/
12647	http://www.interscience.wiley.com/jpages/1545-5009/
12648	http://www.sciencedirect.com/science/journal/00955108
12649	http://www.ramex.com/pa/pa-jour3.html
12652	http://www.blackwellpublishing.com/journal.asp?ref=0129-7619
12653	http://www.biomedcentral.com/1475-2891/
12655	http://www.sciencedirect.com/science/journal/00903752
12656	http://www.icevirtuallibrary.com/content/journals
12657	http://www.karger.com/cogyo
12658	http://hebgydxxb-e.periodicals.net.cn/
12659	http://www.sciencedirect.com/science/journal/09575847
12661	http://content.wkhealth.com/linkback/openurl?issn=1040-872X
12663	http://www.sciencedirect.com/science/journal/03783782
12664	http://www.earlypregnancy.org/main.htm
12666	http://www.neimagazine.com/
12667	http://gjstx-e.periodicals.net.cn/
12668	http://www.ans.org/pubs/magazines/nn/
12669	http://www.ablj.org/
12670	http://www.coatings.de/journals/mag_.cfm?what=ecinfo
12671	http://www.informaworld.com/openurl?genre=journal&issn=13674676
12672	http://www.springeronline.com/journal/11020/about
12674	http://npj.goinfo.com/
12675	http://www.interscience.wiley.com/jpages/0276-3478/
12676	http://www.informaworld.com/openurl?genre=journal&issn=09637486
12677	http://www.ans.org/pubs/journals/nse/
12679	http://ieeexplore.ieee.org/servlet/opac?punumber=44
12680	http://www.coatings.de/journals/mag_.cfm?what=flinfo
12681	http://www.sciencedirect.com/science/journal/03012115
12683	http://ajj.oxfordjournals.org/
12684	http://www.sciencedirect.com/science/journal/1361259X
12685	http://www.aslme.org/pub/ajlm/index.php
12687	http://www.jstor.org/journals/00029319.html
12689	http://www.sciencedirect.com/science/journal/03064573
12690	http://informationr.net/ir/about.html
12691	http://muse.jhu.edu/journals/mpq/
12692	http://www.mpr-online.de/
12693	http://leaonline.com/openurl?genre=journal&stitle=mp
12694	http://www.informaworld.com/openurl?genre=journal&issn=09500693
12695	http://www.springeronline.com/journal/11159/about
12697	http://www.nature.com/ijo/
12699	http://www.traditiononline.org/
12701	https://www.degruyter.com/view/j/nuka
12702	http://www.kup.at/journals/ernaehrungsmedizin/index.html
12703	http://www2.nursingsociety.org/RNL/Current/
12705	http://www.sciencedirect.com/science/journal/00150282
12706	http://www.ippmagazine.com/
12707	http://journals.cambridge.org/action/displayJournal?jid=FMR
12708	http://www.karger.com/fdt
12709	http://www.lita.org/ital
12710	http://www.springeronline.com/journal/11031/about
12711	http://leaonline.com/openurl?genre=journal&stitle=mbr
12715	http://www.blackwellpublishing.com/journal.asp?ref=0952-3871
12716	http://jn.nutrition.org
12717	http://www.sciencedirect.com/science/journal/14994046
12718	http://www.informaworld.com/openurl?genre=journal&issn=13590847
12719	http://www.sciencedirect.com/science/journal/09552863
12721	http://jpen.aspenjournals.org
12722	http://content.wkhealth.com/linkback/openurl?issn=0277-2116
12723	http://www.idr-online.com/index.aspx
12725	http://www.coatingstech.org/Publications/index.cfm?event=JCTResearch
12726	http://www.coatingstech.org/Publications/index.cfm?event=JCTCoatingsTech
12727	http://www.sspc.org/books/journal.html
12728	http://www.thieme.de/fz/gebfra
12730	http://www.nexusediciones.com/staff_gine1.htm
12731	http://www.lakikraski.info/
12732	http://www.imbiomed.com/1/1/articulos.php?method=showIndex&id_revista=40
12733	http://www.springer.com/series/7596
12734	http://education.curtin.edu.au/iier/iier.html
12737	http://www.informaworld.com/openurl?genre=journal&issn=13825585
12738	http://www.informaworld.com/openurl?genre=journal&issn=09297049
12739	http://www.interscience.wiley.com/jpages/1520-3247/
